전월세구분,dong,도로명,시군구,번지,도로조건,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,address
전세,서서학동,흑석1길,1,1,1,1,1,1,1,1,1,1
전세,서서학동,흑석로,14,14,14,14,14,14,14,14,8,14
전세,서신동,감나무3길,1,1,1,1,1,1,1,1,1,1
전세,서신동,감나무4길,1,1,1,1,1,1,1,1,1,1
전세,서신동,감나무로,1,1,1,1,1,1,1,1,1,1
전세,서신동,고사평1길,23,23,23,23,23,23,23,23,21,23
전세,서신동,고사평2길,5,5,5,5,5,5,5,5,5,5
전세,서신동,고사평3길,10,10,10,10,10,10,10,10,10,10
전세,서신동,고사평4길,13,13,13,13,13,13,13,13,13,13
전세,서신동,고사평5길,13,13,13,13,13,13,13,13,12,13
전세,서신동,고사평6길,4,4,4,4,4,4,4,4,4,4
전세,서신동,고사평7길,23,23,23,23,23,23,23,23,22,23
전세,서신동,고사평8길,2,2,2,2,2,2,2,2,2,2
전세,서신동,고사평9길,17,17,17,17,17,17,17,17,17,17
전세,서신동,고사평로,3,3,3,3,3,3,3,3,3,3
전세,서신동,백제대로,1,1,1,1,1,1,1,1,1,1
전세,서신동,새터로,4,4,4,4,4,4,4,4,4,4
전세,서신동,서신로,1,1,1,1,1,1,1,1,1,1
전세,서신동,서신천변10길,7,7,7,7,7,7,7,7,5,7
전세,서신동,서신천변13길,2,2,2,2,2,2,2,2,2,2
전세,서신동,서신천변15길,2,2,2,2,2,2,2,2,2,2
전세,서신동,서신천변1길,4,4,4,4,4,4,4,4,4,4
전세,서신동,서신천변2길,7,7,7,7,7,7,7,7,6,7
전세,서신동,서신천변3길,1,1,1,1,1,1,1,1,1,1
전세,서신동,서신천변4길,6,6,6,6,6,6,6,6,6,6
전세,서신동,서신천변5길,6,6,6,6,6,6,6,6,6,6
전세,서신동,서신천변6길,1,1,1,1,1,1,1,1,1,1
전세,서신동,서신천변7길,4,4,4,4,4,4,4,4,1,4
전세,서신동,서신천변8길,8,8,8,8,8,8,8,8,6,8
전세,서신동,서신천변9길,1,1,1,1,1,1,1,1,1,1
전세,서신동,서신천변로,3,3,3,3,3,3,3,3,3,3
전세,서신동,안터1길,1,1,1,1,1,1,1,1,1,1
전세,서신동,안터2길,2,2,2,2,2,2,2,2,2,2
전세,서신동,안터4길,10,10,10,10,10,10,10,10,9,10
전세,서신동,안터5길,3,3,3,3,3,3,3,3,2,3
전세,서신동,안터6길,2,2,2,2,2,2,2,2,2,2
전세,서신동,유연로,7,7,7,7,7,7,7,7,7,7
전세,서신동,잿뜸2길,3,3,3,3,3,3,3,3,3,3
전세,서신동,전룡2길,1,1,1,1,1,1,1,1,1,1
전세,서신동,전룡3길,1,1,1,1,1,1,1,1,1,1
전세,서신동,전룡4길,1,1,1,1,1,1,1,1,1,1
전세,서신동,전룡5길,3,3,3,3,3,3,3,3,3,3
전세,서신동,전룡로,2,2,2,2,2,2,2,2,2,2
전세,서완산동1가,빙고리2길,1,1,1,1,1,1,1,1,0,1
전세,서완산동1가,완산3길,1,1,1,1,1,1,1,1,0,1
전세,서완산동1가,용머리로,1,1,1,1,1,1,1,1,1,1
전세,서완산동1가,유기전2길,3,3,3,3,3,3,3,3,3,3
전세,서완산동2가,강당1길,5,5,5,5,5,5,5,5,5,5
전세,전동3가,풍남문2길,1,1,1,1,1,1,1,1,1,1
전세,중노송동,견훤로,2,2,2,2,2,2,2,2,2,2
전세,중노송동,견훤왕궁2길,2,2,2,2,2,2,2,2,2,2
전세,중노송동,견훤왕궁로,3,3,3,3,3,3,3,3,3,3
전세,중노송동,관선4길,2,2,2,2,2,2,2,2,1,2
전세,중노송동,관선5길,1,1,1,1,1,1,1,1,1,1
전세,중노송동,마당재3길,7,7,7,7,7,7,7,7,6,7
전세,중노송동,마당재4길,1,1,1,1,1,1,1,1,1,1
전세,중노송동,문화1길,7,7,7,7,7,7,7,7,7,7
전세,중노송동,문화2길,1,1,1,1,1,1,1,1,0,1
전세,중노송동,물왕멀로,7,7,7,7,7,7,7,7,6,7
전세,중노송동,아중로,7,7,7,7,7,7,7,7,6,7
전세,중노송동,인봉1길,2,2,2,2,2,2,2,2,1,2
전세,중노송동,인봉2길,1,1,1,1,1,1,1,1,1,1
전세,중노송동,인봉3길,1,1,1,1,1,1,1,1,1,1
전세,중노송동,인봉남로,3,3,3,3,3,3,3,3,3,3
전세,중노송동,인봉로,11,11,11,11,11,11,11,11,11,11
전세,중노송동,인봉북로,2,2,2,2,2,2,2,2,2,2
전세,중앙동4가,전라감영로,1,1,1,1,1,1,1,1,1,1
전세,중인동,상승길,1,1,1,1,1,1,1,1,1,1
전세,중인동,중인3길,1,1,1,1,1,1,1,1,1,1
전세,중화산동1가,강당2길,4,4,4,4,4,4,4,4,3,4
전세,중화산동1가,강당4길,7,7,7,7,7,7,7,7,7,7
전세,중화산동1가,따박골9길,5,5,5,5,5,5,5,5,5,5
전세,중화산동1가,서원로,5,5,5,5,5,5,5,5,5,5
전세,중화산동1가,선너머3길,5,5,5,5,5,5,5,5,4,5
전세,중화산동1가,선너머로,1,1,1,1,1,1,1,1,1,1
전세,중화산동2가,따박골2길,1,1,1,1,1,1,1,1,1,1
전세,중화산동2가,따박골5길,3,3,3,3,3,3,3,3,3,3
전세,중화산동2가,따박골8길,3,3,3,3,3,3,3,3,3,3
전세,중화산동2가,메너머1길,9,9,9,9,9,9,9,9,9,9
전세,중화산동2가,메너머2길,24,24,24,24,24,24,24,24,24,24
전세,중화산동2가,메너머3길,11,11,11,11,11,11,11,11,11,11
전세,중화산동2가,메너머4길,10,10,10,10,10,10,10,10,9,10
전세,중화산동2가,산월1길,2,2,2,2,2,2,2,2,2,2
전세,중화산동2가,산월2길,1,1,1,1,1,1,1,1,1,1
전세,중화산동2가,서원로,2,2,2,2,2,2,2,2,2,2
전세,중화산동2가,선너머1길,2,2,2,2,2,2,2,2,1,2
전세,중화산동2가,선너머2길,7,7,7,7,7,7,7,7,7,7
전세,중화산동2가,선너머3길,18,18,18,18,18,18,18,18,18,18
전세,중화산동2가,선너머로,52,52,52,52,52,52,52,52,50,52
전세,중화산동2가,신촌1길,4,4,4,4,4,4,4,4,4,4
전세,중화산동2가,신촌2길,7,7,7,7,7,7,7,7,7,7
전세,중화산동2가,신촌3길,2,2,2,2,2,2,2,2,2,2
전세,중화산동2가,신촌4길,2,2,2,2,2,2,2,2,1,2
전세,중화산동2가,어은로,2,2,2,2,2,2,2,2,2,2
전세,중화산동2가,영경1길,6,6,6,6,6,6,6,6,5,6
전세,중화산동2가,영경2길,1,1,1,1,1,1,1,1,1,1
전세,중화산동2가,영선로,3,3,3,3,3,3,3,3,3,3
전세,중화산동2가,인정1길,9,9,9,9,9,9,9,9,7,9
전세,중화산동2가,인정2길,1,1,1,1,1,1,1,1,1,1
전세,중화산동2가,인정3길,6,6,6,6,6,6,6,6,6,6
전세,중화산동2가,인정4길,12,12,12,12,12,12,12,12,11,12
전세,중화산동2가,인정로,1,1,1,1,1,1,1,1,1,1
전세,중화산동2가,중산1길,6,6,6,6,6,6,6,6,6,6
전세,중화산동2가,중산2길,2,2,2,2,2,2,2,2,2,2
전세,중화산동2가,중산3길,4,4,4,4,4,4,4,4,4,4
전세,중화산동2가,중산5길,5,5,5,5,5,5,5,5,4,5
전세,중화산동2가,중산6길,7,7,7,7,7,7,7,7,6,7
전세,중화산동2가,중산7길,9,9,9,9,9,9,9,9,9,9
전세,중화산동2가,중산8길,14,14,14,14,14,14,14,14,14,14
전세,중화산동2가,중산9길,5,5,5,5,5,5,5,5,5,5
전세,중화산동2가,중산로,5,5,5,5,5,5,5,5,5,5
전세,중화산동2가,중산중앙로,2,2,2,2,2,2,2,2,2,2
전세,중화산동2가,중화산로,2,2,2,2,2,2,2,2,2,2
전세,중화산동2가,한두평3길,5,5,5,5,5,5,5,5,5,5
전세,중화산동2가,화산천변2길,1,1,1,1,1,1,1,1,1,1
전세,중화산동2가,화산천변3길,7,7,7,7,7,7,7,7,7,7
전세,중화산동2가,화산천변4길,2,2,2,2,2,2,2,2,2,2
전세,태평동,공북2길,2,2,2,2,2,2,2,2,2,2
전세,태평동,대동로,2,2,2,2,2,2,2,2,2,2
전세,평화동1가,꽃밭정2길,1,1,1,1,1,1,1,1,1,1
전세,평화동1가,꽃밭정4길,6,6,6,6,6,6,6,6,5,6
전세,평화동1가,꽃밭정7길,1,1,1,1,1,1,1,1,1,1
전세,평화동1가,덕적골1길,2,2,2,2,2,2,2,2,2,2
전세,평화동1가,덕적골3길,5,5,5,5,5,5,5,5,5,5
전세,평화동1가,맏내4길,3,3,3,3,3,3,3,3,2,3
전세,평화동1가,장승배기1길,5,5,5,5,5,5,5,5,4,5
전세,평화동1가,장승배기2길,1,1,1,1,1,1,1,1,1,1
전세,평화동1가,장승배기3길,3,3,3,3,3,3,3,3,2,3
전세,평화동1가,평화14길,4,4,4,4,4,4,4,4,4,4
전세,평화동1가,평화16길,5,5,5,5,5,5,5,5,5,5
전세,평화동1가,평화17길,1,1,1,1,1,1,1,1,1,1
전세,평화동1가,평화18길,3,3,3,3,3,3,3,3,3,3
전세,평화동1가,평화19길,2,2,2,2,2,2,2,2,2,2
전세,평화동1가,평화로,2,2,2,2,2,2,2,2,2,2
전세,평화동2가,구이로,1,1,1,1,1,1,1,1,1,1
전세,평화동2가,맏내로,1,1,1,1,1,1,1,1,1,1
전세,평화동2가,모악로,1,1,1,1,1,1,1,1,1,1
전세,평화동2가,소대배기로,1,1,1,1,1,1,1,1,1,1
전세,평화동2가,평화11길,4,4,4,4,4,4,4,4,3,4
전세,평화동2가,평화13길,7,7,7,7,7,7,7,7,7,7
전세,평화동2가,평화14길,1,1,1,1,1,1,1,1,1,1
전세,평화동2가,평화15길,3,3,3,3,3,3,3,3,3,3
전세,평화동2가,평화1길,3,3,3,3,3,3,3,3,3,3
전세,평화동2가,평화3길,1,1,1,1,1,1,1,1,1,1
전세,평화동2가,평화4길,11,11,11,11,11,11,11,11,10,11
전세,평화동2가,평화6길,4,4,4,4,4,4,4,4,4,4
전세,평화동2가,평화7길,4,4,4,4,4,4,4,4,4,4
전세,평화동2가,평화8길,1,1,1,1,1,1,1,1,0,1
전세,평화동2가,평화로,1,1,1,1,1,1,1,1,1,1
전세,풍남동3가,태조로,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,거마평로,17,17,17,17,17,17,17,17,17,17
전세,효자동1가,밤나무1길,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,밤나무2길,4,4,4,4,4,4,4,4,2,4
전세,효자동1가,성지산1길,3,3,3,3,3,3,3,3,3,3
전세,효자동1가,성지산2길,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,성지산3길,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,송정로,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,신봉5길,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,안행7길,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,오두정1길,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,외칠봉4길,2,2,2,2,2,2,2,2,0,2
전세,효자동1가,용머리로,4,4,4,4,4,4,4,4,4,4
전세,효자동1가,효동1길,1,1,1,1,1,1,1,1,1,1
전세,효자동1가,효동2길,5,5,5,5,5,5,5,5,4,5
전세,효자동1가,효동3길,2,2,2,2,2,2,2,2,2,2
전세,효자동1가,효자천변1길,8,8,8,8,8,8,8,8,8,8
전세,효자동1가,효정1길,1,1,1,1,1,1,1,1,1,1
전세,효자동2가,강변로,2,2,2,2,2,2,2,2,2,2
전세,효자동2가,구룡1길,22,22,22,22,22,22,22,22,20,22
전세,효자동2가,구룡2길,14,14,14,14,14,14,14,14,11,14
전세,효자동2가,범안1길,5,5,5,5,5,5,5,5,5,5
전세,효자동2가,범안2길,15,15,15,15,15,15,15,15,14,15
전세,효자동2가,범안3길,14,14,14,14,14,14,14,14,13,14
전세,효자동2가,봉곡1길,17,17,17,17,17,17,17,17,17,17
전세,효자동2가,봉곡3길,18,18,18,18,18,18,18,18,16,18
전세,효자동2가,봉곡로,5,5,5,5,5,5,5,5,5,5
전세,효자동2가,소태정4길,3,3,3,3,3,3,3,3,3,3
전세,효자동2가,우전1길,4,4,4,4,4,4,4,4,4,4
전세,효자동2가,우전2길,15,15,15,15,15,15,15,15,13,15
전세,효자동2가,우전로,1,1,1,1,1,1,1,1,1,1
전세,효자동2가,후곡길,9,9,9,9,9,9,9,9,9,9
전세,효자동3가,농소1길,7,7,7,7,7,7,7,7,7,7
전세,효자동3가,농소2길,5,5,5,5,5,5,5,5,5,5
전세,효자동3가,농소4길,9,9,9,9,9,9,9,9,7,9
전세,효자동3가,마전들로,19,19,19,19,19,19,19,19,19,19
전세,효자동3가,마전중앙로,1,1,1,1,1,1,1,1,1,1
전세,효자동3가,문학대1길,13,13,13,13,13,13,13,13,11,13
전세,효자동3가,문학대2길,27,27,27,27,27,27,27,27,26,27
전세,효자동3가,문학대3길,6,6,6,6,6,6,6,6,6,6
전세,효자동3가,문학대4길,36,36,36,36,36,36,36,36,35,36
전세,효자동3가,문학대5길,12,12,12,12,12,12,12,12,12,12
전세,효자동3가,문학대6길,23,23,23,23,23,23,23,23,22,23
전세,효자동3가,문학로,7,7,7,7,7,7,7,7,7,7
전세,효자동3가,배학1길,17,17,17,17,17,17,17,17,15,17
전세,효자동3가,배학2길,20,20,20,20,20,20,20,20,16,20
전세,효자동3가,배학3길,14,14,14,14,14,14,14,14,13,14
전세,효자동3가,배학4길,24,24,24,24,24,24,24,24,24,24
전세,효자동3가,배학5길,1,1,1,1,1,1,1,1,1,1
전세,효자동3가,배학6길,4,4,4,4,4,4,4,4,4,4
전세,효자동3가,백마산길,22,22,22,22,22,22,22,22,21,22
전세,효자동3가,봉곡1길,8,8,8,8,8,8,8,8,7,8
전세,효자동3가,봉곡2길,12,12,12,12,12,12,12,12,12,12
전세,효자동3가,봉곡3길,4,4,4,4,4,4,4,4,4,4
전세,효자동3가,봉곡4길,16,16,16,16,16,16,16,16,14,16
전세,효자동3가,봉곡로,6,6,6,6,6,6,6,6,5,6
전세,효자동3가,서곡1길,20,20,20,20,20,20,20,20,19,20
전세,효자동3가,서곡2길,18,18,18,18,18,18,18,18,18,18
전세,효자동3가,서곡3길,28,28,28,28,28,28,28,28,27,28
전세,효자동3가,서곡4길,19,19,19,19,19,19,19,19,18,19
전세,효자동3가,서곡5길,4,4,4,4,4,4,4,4,4,4
전세,효자동3가,서곡6길,12,12,12,12,12,12,12,12,12,12
전세,효자동3가,서곡7길,5,5,5,5,5,5,5,5,5,5
전세,효자동3가,서곡로,2,2,2,2,2,2,2,2,2,2
전세,효자동3가,서원로,3,3,3,3,3,3,3,3,2,3
전세,효자동3가,세내로,3,3,3,3,3,3,3,3,3,3
전세,효자동3가,용호로,10,10,10,10,10,10,10,10,9,10
전세,효자동3가,우전로,2,2,2,2,2,2,2,2,2,2
전세,효자동3가,척동10길,20,20,20,20,20,20,20,20,20,20
전세,효자동3가,척동1길,17,17,17,17,17,17,17,17,17,17
전세,효자동3가,척동2길,5,5,5,5,5,5,5,5,5,5
전세,효자동3가,척동3길,44,44,44,44,44,44,44,44,41,44
전세,효자동3가,척동4길,23,23,23,23,23,23,23,23,22,23
전세,효자동3가,척동5길,18,18,18,18,18,18,18,18,15,18
전세,효자동3가,척동6길,11,11,11,11,11,11,11,11,11,11
전세,효자동3가,척동7길,27,27,27,27,27,27,27,27,25,27
전세,효자동3가,척동8길,12,12,12,12,12,12,12,12,11,12
전세,효자동3가,척동9길,8,8,8,8,8,8,8,8,7,8
전세,효자동3가,척동길,15,15,15,15,15,15,15,15,14,15
전세,효자동3가,황강서원1길,12,12,12,12,12,12,12,12,12,12
전세,효자동3가,황강서원2길,12,12,12,12,12,12,12,12,12,12
전세,효자동3가,황강서원3길,11,11,11,11,11,11,11,11,11,11
전세,효자동3가,황강서원4길,27,27,27,27,27,27,27,27,27,27
전세,효자동3가,황강서원5길,17,17,17,17,17,17,17,17,16,17
전세,효자동3가,황강서원로,27,27,27,27,27,27,27,27,26,27
전세,효자동3가,효자로,3,3,3,3,3,3,3,3,3,3
