전월세구분,dong,도로명,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,loc,x,y,번지,번지.1,번지.1.1,번지.1.1.1,번지.1.1.1.1,번지.1.1.1.1.1,번지.1.1.1.1.1.1,번지
월세,송천동2가,솔내로,44.315,202030.5,12.5,2250.0,26.25,2014.0,전북 전주시 송천동2가 솔내로,127.12658686299999,35.861576022,4,4,4,4,4,4,4,4
월세,송천동2가,와룡1길,30.0,202008.0,27.0,250.0,30.5,,전북 전주시 송천동2가 와룡1길,127.113337569,35.865257821,2,2,2,2,2,2,2,2
월세,송천동2가,와룡로,77.81,202055.0,28.0,1650.0,35.0,2012.0,전북 전주시 송천동2가 와룡로,127.11223060200001,35.868452148,2,2,2,2,2,2,2,2
월세,송천동2가,천마산로,45.9,202037.4,17.4,2650.0,37.3,2014.0,전북 전주시 송천동2가 천마산로,127.122711173,35.863565461,10,10,10,10,10,10,10,10
월세,여의동,여암1길,36.66666667,202009.0,22.0,533.3333333,35.0,2018.0,전북 전주시 여의동 여암1길,127.074503441,35.871056906,3,3,3,3,3,3,3,3
월세,여의동,여암2길,45.33333333,202040.6667,16.0,766.6666667000003,38.33333333,2015.6666670000002,전북 전주시 여의동 여암2길,127.074833232,35.870918386,3,3,3,3,3,3,3,3
월세,여의동,용정길,95.475,202007.0,14.5,11500.0,37.5,2020.0,전북 전주시 여의동 용정길,127.06854164,35.854684721999995,2,2,2,2,2,2,2,2
월세,여의동2가,덕용1길,39.24285714,202037.0,22.28571429,3700.0,25.42857143,2018.3333329999998,전북 전주시 여의동2가 덕용1길,127.07977576100001,35.867596893000005,7,7,7,7,7,7,7,7
월세,여의동2가,덕용2길,37.5,202057.0,13.5,250.0,27.5,2018.0,전북 전주시 여의동2가 덕용2길,127.07870259,35.868975802,2,2,2,2,2,2,2,2
월세,여의동2가,덕용4길,53.63714286,202022.4286,13.57142857,3857.142857,36.28571429,2017.4,전북 전주시 여의동2가 덕용4길,127.077880774,35.870356731,7,7,7,7,7,7,7,7
월세,여의동2가,쪽구름1길,80.0,202103.0,18.5,8500.0,30.0,2016.0,전북 전주시 여의동2가 쪽구름1길,127.07700676700001,35.87268775,2,2,2,2,2,2,2,2
월세,여의동2가,쪽구름2길,45.0,202009.0,7.0,1000.0,20.0,1993.0,전북 전주시 여의동2가 쪽구름2길,127.077173514,35.875010803,1,1,1,1,1,1,1,1
월세,여의동2가,쪽구름3길,57.32333333,202037.3333,16.66666667,2066.666667,31.0,2004.3333329999998,전북 전주시 여의동2가 쪽구름3길,127.077180036,35.873536229,3,3,3,3,3,3,3,3
월세,여의동2가,쪽구름5길,60.16,202004.0,9.0,2000.0,15.0,2020.0,전북 전주시 여의동2가 쪽구름5길,127.077173514,35.875010803,1,1,1,1,1,1,1,1
월세,여의동2가,쪽구름로,39.695,202055.125,18.875,1625.0,31.625,2016.875,전북 전주시 여의동2가 쪽구름로,127.079295269,35.866860187,8,8,8,8,8,8,8,8
월세,여의동2가,편운로,37.0,202102.0,21.0,300.0,26.0,1991.0,전북 전주시 여의동2가 편운로,127.07753661299999,35.871002664,1,1,1,1,1,1,1,1
월세,용정동,서당안길,64.16,202008.0,12.0,1000.0,30.0,,전북 전주시 용정동 서당안길,127.058428204,35.874979229000004,1,1,1,1,1,1,1,1
월세,우아동1가,아중로,92.1325,202010.5,22.5,6100.0,34.75,2012.5,전북 전주시 우아동1가 아중로,127.170598792,35.827383026999996,4,4,4,4,4,4,4,4
월세,우아동1가,인교1길,30.5,202056.25,12.25,375.0,28.25,2009.75,전북 전주시 우아동1가 인교1길,127.172931831,35.827927802,4,4,4,4,4,4,4,4
월세,우아동1가,인교2길,31.5,202009.0,10.0,200.0,30.0,2016.0,전북 전주시 우아동1가 인교2길,127.170903805,35.827218251,2,2,2,2,2,2,2,2
월세,우아동1가,인교3길,63.02,202021.2667,14.66666667,4795.0,21.73333333,2009.0,전북 전주시 우아동1가 인교3길,127.17323834700001,35.827521361,15,15,15,15,15,15,15,15
월세,우아동1가,인교4길,48.07,202051.5385,21.15384615,3523.0769229999996,21.92307692,2007.0,전북 전주시 우아동1가 인교4길,127.171452303,35.826720339,13,13,13,13,13,13,13,13
월세,우아동1가,인교5길,72.708,202025.0,21.8,3440.0,28.0,2009.25,전북 전주시 우아동1가 인교5길,127.17434749799999,35.82784319,5,5,5,5,5,5,5,5
월세,우아동1가,인교6길,50.26,202027.8,10.3,5680.0,18.9,2010.2,전북 전주시 우아동1가 인교6길,127.17264962600001,35.82570079,10,10,10,10,10,10,10,10
월세,우아동1가,인교7길,76.42,202010.0,22.8,10800.0,16.6,2018.3333329999998,전북 전주시 우아동1가 인교7길,127.173352881,35.826931736999995,5,5,5,5,5,5,5,5
월세,우아동1가,인교8길,50.38375,202030.625,16.0,3694.75,20.375,2016.6666670000002,전북 전주시 우아동1가 인교8길,127.17392599,35.826250249,8,8,8,8,8,8,8,8
월세,우아동1가,인교9길,51.25583333,202016.0833,12.5,3433.25,19.66666667,2011.75,전북 전주시 우아동1가 인교9길,127.174185884,35.826080699,12,12,12,12,12,12,12,12
월세,우아동1가,인교로,41.41307692,202036.0769,14.84615385,2896.153846,20.46153846,2007.7,전북 전주시 우아동1가 인교로,127.17050879799999,35.824300014,13,13,13,13,13,13,13,13
월세,우아동1가,한배미로,59.63,202007.0,15.66666667,5333.333333,31.66666667,2013.0,전북 전주시 우아동1가 한배미로,127.169801943,35.824349645,3,3,3,3,3,3,3,3
월세,우아동2가,석소1길,41.778,202028.0,18.0,1740.0,30.2,2014.5,전북 전주시 우아동2가 석소1길,127.168189934,35.832558431,5,5,5,5,5,5,5,5
월세,우아동2가,석소2길,37.66555556,202050.1111,19.88888889,1592.222222,25.44444444,2008.2,전북 전주시 우아동2가 석소2길,127.16927924,35.833451075999996,9,9,9,9,9,9,9,9
월세,우아동2가,석소3길,39.00625,202019.9375,12.4375,656.25,30.4375,2007.0,전북 전주시 우아동2가 석소3길,127.17038238,35.833983815,16,16,16,16,16,16,16,16
월세,우아동2가,석소4길,41.14,202008.3333,16.0,2200.0,28.0,,전북 전주시 우아동2가 석소4길,127.171823639,35.833833704,3,3,3,3,3,3,3,3
월세,우아동2가,석소5길,51.1475,202078.25,18.5,2768.75,20.125,2007.714286,전북 전주시 우아동2가 석소5길,127.173064863,35.833274944,8,8,8,8,8,8,8,8
월세,우아동2가,석소로,31.875,202009.25,16.0,1425.0,30.5,2011.5,전북 전주시 우아동2가 석소로,127.169067464,35.830195544,4,4,4,4,4,4,4,4
월세,우아동2가,아중1길,47.382,202009.3,17.4,2420.0,30.0,2010.285714,전북 전주시 우아동2가 아중1길,127.17083838,35.828456533,10,10,10,10,10,10,10,10
월세,우아동2가,아중3길,50.42545455,202024.5455,19.27272727,3763.636364,26.63636364,2012.0,전북 전주시 우아동2가 아중3길,127.170347901,35.829236859,11,11,11,11,11,11,11,11
월세,우아동2가,아중6길,43.09285714,202021.8571,17.85714286,2485.714286,23.57142857,2009.75,전북 전주시 우아동2가 아중6길,127.173198879,35.832438363,7,7,7,7,7,7,7,7
월세,우아동2가,아중7길,46.99,202061.2857,9.857142857000001,1885.714286,24.28571429,2009.8333329999998,전북 전주시 우아동2가 아중7길,127.17105408799999,35.832977895,7,7,7,7,7,7,7,7
월세,우아동2가,아중중앙로,55.381,202026.8,17.2,4780.0,19.5,2012.75,전북 전주시 우아동2가 아중중앙로,127.172298988,35.82940781,10,10,10,10,10,10,10,10
월세,우아동2가,정언신로,65.1,202009.6,13.6,5840.0,29.0,2013.5,전북 전주시 우아동2가 정언신로,127.16931216799999,35.830247049,5,5,5,5,5,5,5,5
월세,우아동2가,중상보로,44.6175,202008.375,9.75,2200.0,28.0,2008.714286,전북 전주시 우아동2가 중상보로,127.16884755299999,35.833401369,8,8,8,8,8,8,8,8
월세,우아동2가,진버들6길,42.63542857,202027.0,15.42857143,2305.714286,24.6,2008.794118,전북 전주시 우아동2가 진버들6길,127.166925259,35.836484175,35,35,35,35,35,35,35,35
월세,우아동2가,진버들7길,61.9,202011.0,25.0,6000.0,40.0,,전북 전주시 우아동2가 진버들7길,127.16704210299999,35.837754145,1,1,1,1,1,1,1,1
월세,우아동3가,도당산2길,37.5,202054.0,6.5,650.0,35.0,2018.5,전북 전주시 우아동3가 도당산2길,127.154906563,35.846513578,2,2,2,2,2,2,2,2
월세,우아동3가,도당산3길,32.295,202008.0,21.5,3500.0,15.0,2017.0,전북 전주시 우아동3가 도당산3길,127.15610977700001,35.84693657,2,2,2,2,2,2,2,2
월세,우아동3가,도당산4길,57.7705,202027.4,15.75,3075.0,29.95,2010.8125,전북 전주시 우아동3가 도당산4길,127.15955979799999,35.848164545,20,20,20,20,20,20,20,20
월세,우아동3가,도당산로,46.585,202054.0,14.5,400.0,30.66666667,2002.8333329999998,전북 전주시 우아동3가 도당산로,127.15483167299999,35.844007438,6,6,6,6,6,6,6,6
월세,우아동3가,동부대로,96.635,202054.0,9.5,500.0,35.0,1990.0,전북 전주시 우아동3가 동부대로,127.166983164,35.840568921999996,2,2,2,2,2,2,2,2
월세,우아동3가,신기1길,66.12,202103.0,13.0,500.0,25.0,1990.0,전북 전주시 우아동3가 신기1길,127.16249629200001,35.84831076,1,1,1,1,1,1,1,1
월세,우아동3가,안골5길,40.4,202039.6667,13.66666667,2233.333333,20.0,1996.6666670000002,전북 전주시 우아동3가 안골5길,127.15567829700001,35.842873495999996,3,3,3,3,3,3,3,3
월세,우아동3가,안골6길,41.865,202056.5,19.5,1800.0,18.0,2017.0,전북 전주시 우아동3가 안골6길,127.15511841799999,35.84383279,2,2,2,2,2,2,2,2
월세,우아동3가,안덕원1길,57.33,202011.0,11.0,6000.0,20.0,,전북 전주시 우아동3가 안덕원1길,127.165109525,35.842730124,1,1,1,1,1,1,1,1
월세,우아동3가,안덕원2길,40.0,202010.0,17.0,2000.0,25.0,2015.0,전북 전주시 우아동3가 안덕원2길,127.164242523,35.843197648,1,1,1,1,1,1,1,1
월세,우아동3가,우아10길,52.29714286,202020.5714,12.0,2014.285714,26.0,2011.2,전북 전주시 우아동3가 우아10길,127.157150427,35.852398096,7,7,7,7,7,7,7,7
월세,우아동3가,우아1길,35.92888889,202041.2222,18.0,1400.0,28.0,2001.0,전북 전주시 우아동3가 우아1길,127.162710712,35.844990024,9,9,9,9,9,9,9,9
월세,우아동3가,우아2길,48.622,202065.0,13.4,4660.0,16.0,2011.0,전북 전주시 우아동3가 우아2길,127.158024004,35.84933453,5,5,5,5,5,5,5,5
월세,우아동3가,우아3길,48.68769231,202051.6923,20.0,3700.0,19.61538462,2011.5555559999998,전북 전주시 우아동3가 우아3길,127.162710712,35.844990024,13,13,13,13,13,13,13,13
월세,우아동3가,우아4길,73.87333333,202040.3333,23.66666667,1000.0,33.33333333,1994.3333329999998,전북 전주시 우아동3가 우아4길,127.157642995,35.84945554,3,3,3,3,3,3,3,3
월세,우아동3가,우아6길,50.61333333,202005.6667,15.66666667,500.0,20.0,1989.0,전북 전주시 우아동3가 우아6길,127.157175682,35.85041415,3,3,3,3,3,3,3,3
월세,우아동3가,우아7길,43.268,202027.8,15.6,2960.0,18.4,2006.4,전북 전주시 우아동3가 우아7길,127.154596925,35.849810011,5,5,5,5,5,5,5,5
월세,우아동3가,우아8길,39.6,202008.0,18.0,200.0,20.0,2001.0,전북 전주시 우아동3가 우아8길,127.15706994799999,35.850918754,1,1,1,1,1,1,1,1
월세,우아동3가,호성1길,53.75,202006.5,18.0,3575.0,39.75,2020.0,전북 전주시 우아동3가 호성1길,127.15532414799999,35.856055692,4,4,4,4,4,4,4,4
월세,우아동3가,호성로,61.32,202010.0,13.0,6000.0,15.0,,전북 전주시 우아동3가 호성로,127.152765395,35.85470973,1,1,1,1,1,1,1,1
월세,인후동1가,가재미1길,42.43142857,202048.1429,21.57142857,1342.857143,29.14285714,2008.8,전북 전주시 인후동1가 가재미1길,127.16235292,35.828394999000004,7,7,7,7,7,7,7,7
월세,인후동1가,가재미2길,52.05142857,202035.8571,12.14285714,2242.857143,25.57142857,2011.6,전북 전주시 인후동1가 가재미2길,127.16360726200001,35.828729626,7,7,7,7,7,7,7,7
월세,인후동1가,가재미3길,43.648,202026.7,15.0,2300.0,27.3,2011.8333329999998,전북 전주시 인후동1가 가재미3길,127.161277811,35.829248351,10,10,10,10,10,10,10,10
월세,인후동1가,가재미4길,46.022,202006.2,9.6,2540.0,21.2,2009.4,전북 전주시 인후동1가 가재미4길,127.163021393,35.829550208,5,5,5,5,5,5,5,5
월세,인후동1가,가재미5길,43.28444444,202029.0,13.88888889,1166.666667,28.88888889,2010.375,전북 전주시 인후동1가 가재미5길,127.160993687,35.830129329,9,9,9,9,9,9,9,9
월세,인후동1가,가재미6길,47.82,202008.0,13.8,1440.0,28.0,2008.2,전북 전주시 인후동1가 가재미6길,127.163011168,35.830388659,5,5,5,5,5,5,5,5
월세,인후동1가,가재미로,55.43733333,202036.3,15.46666667,2323.333333,31.13333333,2010.576923,전북 전주시 인후동1가 가재미로,127.16375612200001,35.826014572,30,30,30,30,30,30,30,30
월세,인후동1가,건산로,76.16,202039.0,10.66666667,4475.333333,23.0,2006.0,전북 전주시 인후동1가 건산로,127.148615221,35.832658857,6,6,6,6,6,6,6,6
월세,인후동1가,견훤로,68.68,202025.9375,13.125,3562.5,32.125,2012.272727,전북 전주시 인후동1가 견훤로,127.156649465,35.837462041,16,16,16,16,16,16,16,16
월세,인후동1가,견훤왕궁로,53.94,202007.75,14.5,6200.0,11.25,2016.3333329999998,전북 전주시 인후동1가 견훤왕궁로,127.153542519,35.829886606,4,4,4,4,4,4,4,4
월세,인후동1가,구총목로,47.81166667,202025.0,14.83333333,3933.333333,21.83333333,2010.75,전북 전주시 인후동1가 구총목로,127.16120238200001,35.828027475,6,6,6,6,6,6,6,6
월세,인후동1가,동가재미1길,40.44285714,202036.2857,15.85714286,1028.5714289999999,33.0,2010.8,전북 전주시 인후동1가 동가재미1길,127.162260155,35.83243405,7,7,7,7,7,7,7,7
월세,인후동1가,동가재미2길,46.65380952,202035.2381,18.76190476,1992.857143,30.33333333,2008.6666670000002,전북 전주시 인후동1가 동가재미2길,127.160822919,35.833175375,21,21,21,21,21,21,21,21
월세,인후동1가,동가재미3길,53.68571429,202041.2143,16.71428571,3342.857143,21.42857143,2008.375,전북 전주시 인후동1가 동가재미3길,127.16165037,35.833504618,14,14,14,14,14,14,14,14
월세,인후동1가,무삼지1길,28.33333333,202008.3333,21.66666667,1366.666667,11.66666667,2007.3333329999998,전북 전주시 인후동1가 무삼지1길,127.162806511,35.825491218,3,3,3,3,3,3,3,3
월세,인후동1가,무삼지2길,36.95823529,202035.0588,17.17647059,1029.411765,27.76470588,2007.1875,전북 전주시 인후동1가 무삼지2길,127.16201125200001,35.826623020999996,17,17,17,17,17,17,17,17
월세,인후동1가,무삼지3길,51.28083333,202040.3333,15.66666667,3800.0,22.66666667,2005.0,전북 전주시 인후동1가 무삼지3길,127.16166737,35.827580794,12,12,12,12,12,12,12,12
월세,인후동1가,무삼지4길,37.56333333,202024.75,18.91666667,2208.333333,21.41666667,2009.5454550000002,전북 전주시 인후동1가 무삼지4길,127.16461030100001,35.826126564,12,12,12,12,12,12,12,12
월세,인후동1가,무삼지5길,50.141999999999996,202008.6,17.4,500.0,36.0,2008.0,전북 전주시 인후동1가 무삼지5길,127.16436643,35.827597799,5,5,5,5,5,5,5,5
월세,인후동1가,무삼지6길,37.0,202045.8,15.8,420.0,32.4,2012.2,전북 전주시 인후동1가 무삼지6길,127.163849156,35.828185092,5,5,5,5,5,5,5,5
월세,인후동1가,물왕멀로,40.0,202008.5,22.5,1000.0,31.5,2018.0,전북 전주시 인후동1가 물왕멀로,127.150722628,35.829878817,2,2,2,2,2,2,2,2
월세,인후동1가,반태산3길,30.0,202005.0,28.0,500.0,25.0,2019.0,전북 전주시 인후동1가 반태산3길,127.147461249,35.83055108,1,1,1,1,1,1,1,1
월세,인후동1가,반태산4길,66.6,202103.0,31.0,500.0,25.0,1991.0,전북 전주시 인후동1가 반태산4길,127.147168084,35.831593918,1,1,1,1,1,1,1,1
월세,인후동1가,반태산5길,77.45,202005.0,3.0,200.0,20.0,1980.0,전북 전주시 인후동1가 반태산5길,127.149722295,35.831349708000005,1,1,1,1,1,1,1,1
월세,인후동1가,서가재미1길,42.62300000000001,202036.85,18.15,1900.0,26.05,2009.3333329999998,전북 전주시 인후동1가 서가재미1길,127.15996878799999,35.830808540999996,20,20,20,20,20,20,20,20
월세,인후동1가,서가재미2길,37.43285714,202043.38100000002,12.19047619,1690.4761899999999,23.42857143,2008.375,전북 전주시 인후동1가 서가재미2길,127.159689469,35.831821754,21,21,21,21,21,21,21,21
월세,인후동1가,서가재미3길,61.65,202064.8,14.1,2080.0,36.3,2006.3,전북 전주시 인후동1가 서가재미3길,127.15927507200001,35.832830736999995,10,10,10,10,10,10,10,10
월세,인후동1가,석소로,51.83571429,202009.5714,19.42857143,2414.285714,34.57142857,2012.4,전북 전주시 인후동1가 석소로,127.16840259999998,35.828161347,7,7,7,7,7,7,7,7
월세,인후동1가,심방죽2길,27.425,202012.0,23.5,4500.0,5.0,,전북 전주시 인후동1가 심방죽2길,127.151851136,35.837858716999996,2,2,2,2,2,2,2,2
월세,인후동1가,심방죽4길,36.0,202006.0,25.0,2000.0,15.0,2010.0,전북 전주시 인후동1가 심방죽4길,127.151644906,35.839838941,1,1,1,1,1,1,1,1
월세,인후동1가,심방죽7길,33.5,202008.0,18.0,400.0,31.5,2013.0,전북 전주시 인후동1가 심방죽7길,127.15195353899999,35.84128078,2,2,2,2,2,2,2,2
월세,인후동1가,심방죽로,28.0,202008.0,20.0,5000.0,5.0,,전북 전주시 인후동1가 심방죽로,127.15118182200001,35.837723828,1,1,1,1,1,1,1,1
월세,인후동1가,아중로,83.51,202009.3333,27.66666667,4166.666667,43.33333333,2013.0,전북 전주시 인후동1가 아중로,127.166125274,35.825808185999996,3,3,3,3,3,3,3,3
월세,인후동1가,안골1길,31.35666667,202038.0,14.0,1833.3333329999998,12.66666667,2003.3333329999998,전북 전주시 인후동1가 안골1길,127.157118039,35.837830896999996,6,6,6,6,6,6,6,6
월세,인후동1가,안골2길,86.88,202055.0,9.25,3525.0,31.25,1994.0,전북 전주시 인후동1가 안골2길,127.15687462700001,35.839050316999995,4,4,4,4,4,4,4,4
월세,인후동1가,안골3길,69.27,202047.0,19.8,2420.0,24.8,1993.2,전북 전주시 인후동1가 안골3길,127.15624317700001,35.840238387,5,5,5,5,5,5,5,5
월세,인후동1가,안골4길,53.9125,202029.25,10.75,1175.0,29.5,2004.5,전북 전주시 인후동1가 안골4길,127.15646929,35.841928575,4,4,4,4,4,4,4,4
월세,인후동1가,안덕원로,47.585,202079.25,9.25,3175.0,18.75,2002.0,전북 전주시 인후동1가 안덕원로,127.15604802899999,35.837144678,4,4,4,4,4,4,4,4
월세,인후동1가,인봉3길,58.141999999999996,202008.0,10.6,2940.0,24.2,2006.3333329999998,전북 전주시 인후동1가 인봉3길,127.15533412,35.828697412,5,5,5,5,5,5,5,5
월세,인후동1가,인후1길,50.0,202008.0,29.0,500.0,42.0,2018.0,전북 전주시 인후동1가 인후1길,127.15262436399999,35.832320855,1,1,1,1,1,1,1,1
월세,인후동1가,인후2길,60.0,202009.0,4.0,500.0,45.0,2020.0,전북 전주시 인후동1가 인후2길,127.153309998,35.831443536,1,1,1,1,1,1,1,1
월세,인후동1가,인후3길,43.492,202046.4,19.6,1900.0,20.2,1996.75,전북 전주시 인후동1가 인후3길,127.154288673,35.830076013,5,5,5,5,5,5,5,5
월세,인후동1가,인후4길,81.41,202004.0,16.0,1000.0,25.0,1990.0,전북 전주시 인후동1가 인후4길,127.154984791,35.829760115,1,1,1,1,1,1,1,1
월세,인후동1가,인후5길,34.488,202026.8,5.2,1780.0,23.0,2009.25,전북 전주시 인후동1가 인후5길,127.15804728799999,35.83053163,5,5,5,5,5,5,5,5
월세,인후동1가,인후6길,57.5,202030.0,10.0,875.0,41.0,2010.75,전북 전주시 인후동1가 인후6길,127.157436187,35.832793067,4,4,4,4,4,4,4,4
월세,인후동1가,작은모래내4길,52.53,202011.0,12.0,5000.0,15.0,,전북 전주시 인후동1가 작은모래내4길,127.148960351,35.833871265999996,1,1,1,1,1,1,1,1
월세,인후동1가,정언신로,55.15333333,202008.1667,20.16666667,3333.333333,23.66666667,2016.2,전북 전주시 인후동1가 정언신로,127.15501066700001,35.829420114,6,6,6,6,6,6,6,6
월세,인후동1가,진버들1길,34.0925,202053.75,20.0,2425.0,20.75,2015.0,전북 전주시 인후동1가 진버들1길,127.157329296,35.835765407,4,4,4,4,4,4,4,4
월세,인후동1가,진버들2길,54.25,202007.5,9.5,3750.0,25.0,1987.0,전북 전주시 인후동1가 진버들2길,127.158809535,35.836246194,2,2,2,2,2,2,2,2
월세,인후동1가,진버들3길,72.97,202006.0,27.0,2000.0,20.0,1978.0,전북 전주시 인후동1가 진버들3길,127.16226625600001,35.836468675,1,1,1,1,1,1,1,1
월세,인후동1가,진버들4길,50.865,202010.5,14.0,5300.0,23.5,2012.0,전북 전주시 인후동1가 진버들4길,127.16380635,35.835774879,4,4,4,4,4,4,4,4
월세,인후동1가,팽나무1길,74.18,202010.0,9.25,2100.0,27.0,1999.6666670000002,전북 전주시 인후동1가 팽나무1길,127.149837621,35.835070673000004,4,4,4,4,4,4,4,4
월세,인후동1가,팽나무2길,55.08,202010.0,8.0,500.0,25.0,1992.0,전북 전주시 인후동1가 팽나무2길,127.152090268,35.834653701,1,1,1,1,1,1,1,1
월세,인후동1가,팽나무3길,41.64,202023.4167,16.58333333,1091.666667,28.66666667,2006.8,전북 전주시 인후동1가 팽나무3길,127.15300442,35.83559893,12,12,12,12,12,12,12,12
월세,인후동1가,팽나무4길,46.30083333,202039.1667,14.91666667,2716.666667,21.5,2014.5,전북 전주시 인후동1가 팽나무4길,127.15431871700001,35.835727364,12,12,12,12,12,12,12,12
월세,인후동1가,팽나무5길,34.73666667,202008.0,19.0,2333.333333,22.33333333,2004.6666670000002,전북 전주시 인후동1가 팽나무5길,127.156009329,35.835693669,3,3,3,3,3,3,3,3
월세,인후동1가,팽나무6길,42.51416667,202044.5417,17.29166667,2216.666667,31.75,2012.0,전북 전주시 인후동1가 팽나무6길,127.156474075,35.834857783000004,24,24,24,24,24,24,24,24
월세,인후동1가,한배미1길,39.12666667,202047.8333,14.33333333,635.4166667000002,23.33333333,2006.6,전북 전주시 인후동1가 한배미1길,127.163786199,35.82434564,12,12,12,12,12,12,12,12
월세,인후동1가,한배미2길,30.5,202006.5,13.5,100.0,25.0,2007.5,전북 전주시 인후동1가 한배미2길,127.165194932,35.825243005,2,2,2,2,2,2,2,2
월세,인후동1가,한배미3길,42.37125,202021.375,17.625,1925.0,26.875,2003.1666670000002,전북 전주시 인후동1가 한배미3길,127.165615683,35.824975775,8,8,8,8,8,8,8,8
월세,인후동1가,한배미4길,39.57882353,202029.0,13.76470588,2152.9411760000007,26.52941176,2011.357143,전북 전주시 인후동1가 한배미4길,127.166036678,35.824502757,17,17,17,17,17,17,17,17
월세,인후동1가,한배미5길,39.66105263,202012.5789,19.21052632,2121.052632,24.73684211,2006.9285710000001,전북 전주시 인후동1가 한배미5길,127.167286049,35.823490111999995,19,19,19,19,19,19,19,19
월세,인후동1가,한배미6길,51.22181818,202033.8182,14.27272727,2600.0,24.90909091,2008.0,전북 전주시 인후동1가 한배미6길,127.16838751799999,35.82341391,11,11,11,11,11,11,11,11
월세,인후동1가,한배미로,92.25,202032.75,17.5,4250.0,56.25,2012.75,전북 전주시 인후동1가 한배미로,127.16646821399999,35.82509678,4,4,4,4,4,4,4,4
월세,인후동2가,거북바우로,59.165,202037.2,15.8,470.0,35.3,2002.1,전북 전주시 인후동2가 거북바우로,127.14674161100001,35.841669399999994,10,10,10,10,10,10,10,10
월세,인후동2가,건지3길,38.7375,202055.5,9.0,3600.0,21.5,2014.0,전북 전주시 인후동2가 건지3길,127.144192519,35.845031221,4,4,4,4,4,4,4,4
월세,인후동2가,건지4길,36.16333333,202091.2222,17.55555556,1322.222222,34.77777778,2013.714286,전북 전주시 인후동2가 건지4길,127.14579021200001,35.845506531,9,9,9,9,9,9,9,9
월세,인후동2가,견훤왕궁로,39.58,202044.6,12.2,400.0,38.0,2016.0,전북 전주시 인후동2가 견훤왕궁로,127.146327234,35.839877133,5,5,5,5,5,5,5,5
월세,인후동2가,명주1길,45.076,202026.1,21.3,3350.0,18.6,2009.857143,전북 전주시 인후동2가 명주1길,127.145423922,35.843611539,10,10,10,10,10,10,10,10
월세,인후동2가,명주2길,52.83454545,202033.7273,16.18181818,3930.818182,23.81818182,2010.285714,전북 전주시 인후동2가 명주2길,127.146208282,35.843744367,11,11,11,11,11,11,11,11
월세,인후동2가,명주3길,70.13666667,202103.0,19.0,1133.333333,26.66666667,1997.0,전북 전주시 인후동2가 명주3길,127.14793905200001,35.844033603,3,3,3,3,3,3,3,3
월세,인후동2가,명주5길,69.75,202101.5,15.0,750.0,49.0,2015.0,전북 전주시 인후동2가 명주5길,127.150124079,35.844969124,2,2,2,2,2,2,2,2
월세,인후동2가,명주6길,85.7,202056.5,12.25,650.0,30.25,2006.5,전북 전주시 인후동2가 명주6길,127.151873188,35.845484355,4,4,4,4,4,4,4,4
월세,인후동2가,모래내6길,24.76,202009.5,25.5,100.0,12.5,1977.5,전북 전주시 인후동2가 모래내6길,127.14518540200001,35.835229332,2,2,2,2,2,2,2,2
월세,인후동2가,모래내7길,72.51,202010.0,8.0,1000.0,30.0,1989.0,전북 전주시 인후동2가 모래내7길,127.14540110899999,35.834760319000004,1,1,1,1,1,1,1,1
월세,인후동2가,백동1길,70.0,202007.0,24.0,5500.0,10.0,2009.0,전북 전주시 인후동2가 백동1길,127.146815769,35.84601821,1,1,1,1,1,1,1,1
월세,인후동2가,백동5길,130.0,202010.0,11.0,1000.0,30.0,,전북 전주시 인후동2가 백동5길,127.150500221,35.846979464,1,1,1,1,1,1,1,1
월세,인후동2가,백동6길,47.6175,202078.0,14.75,3575.0,29.5,2005.3333329999998,전북 전주시 인후동2가 백동6길,127.151674054,35.847248441,4,4,4,4,4,4,4,4
월세,인후동2가,백동로,77.12666667,202009.3333,24.0,1666.666667,37.66666667,1985.3333329999998,전북 전주시 인후동2가 백동로,127.147672024,35.847036309,3,3,3,3,3,3,3,3
월세,인후동2가,심방죽3길,47.64333333,202072.0,16.33333333,985.6666667000003,26.33333333,2013.6666670000002,전북 전주시 인후동2가 심방죽3길,127.151121431,35.83972745,3,3,3,3,3,3,3,3
월세,인후동2가,심방죽6길,45.0,202009.0,17.0,1000.0,32.0,2018.0,전북 전주시 인후동2가 심방죽6길,127.150772802,35.840613886999996,1,1,1,1,1,1,1,1
월세,인후동2가,심방죽로,50.875,202008.5,13.5,4000.0,22.5,2019.0,전북 전주시 인후동2가 심방죽로,127.15054754200001,35.8371514,2,2,2,2,2,2,2,2
월세,인후동2가,안덕원로,30.0,202102.0,16.0,200.0,18.0,1982.0,전북 전주시 인후동2가 안덕원로,127.146189764,35.834370607,1,1,1,1,1,1,1,1
월세,인후동2가,작은모래내1길,43.94,202102.0,20.0,500.0,20.0,1988.0,전북 전주시 인후동2가 작은모래내1길,127.14623378200001,35.832903947,1,1,1,1,1,1,1,1
월세,장동,원장동길,55.0,202102.0,5.0,2000.0,48.0,2014.0,전북 전주시 장동 원장동길,127.060952536,35.851664975,1,1,1,1,1,1,1,1
월세,장동,틀못2길,100.47,202008.5,13.0,15000.0,37.5,2017.5,전북 전주시 장동 틀못2길,127.063167658,35.842111487,2,2,2,2,2,2,2,2
