전월세구분,dong,도로명,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,loc,x,y,번지,번지.1,번지.1.1,번지.1.1.1,번지.1.1.1.1,번지.1.1.1.1.1,번지.1.1.1.1.1.1,번지
전세,송천동1가,솔내4길,42.9,202006.0,21.0,5000.0,0.0,2017.0,전북 전주시 송천동1가 솔내4길,127.12136201700001,35.856049373000005,1,1,1,1,1,1,1,1
전세,송천동1가,솔내5길,63.0,202005.3333,21.0,6333.333333,0.0,2011.3333329999998,전북 전주시 송천동1가 솔내5길,127.12162066200001,35.85756399,3,3,3,3,3,3,3,3
전세,송천동1가,솔내6길,52.385,202040.0833,10.33333333,7333.333333,0.0,2015.3,전북 전주시 송천동1가 솔내6길,127.12339957799999,35.858544846,12,12,12,12,12,12,12,12
전세,송천동1가,솔내7길,68.46600000000001,202007.6,10.0,9400.0,0.0,2008.4,전북 전주시 송천동1가 솔내7길,127.12225825200001,35.859698378000004,5,5,5,5,5,5,5,5
전세,송천동1가,솔내8길,51.89285714,202047.5714,14.71428571,6071.428571,0.0,2013.0,전북 전주시 송천동1가 솔내8길,127.12247365200001,35.860989015,7,7,7,7,7,7,7,7
전세,송천동1가,솔내9길,52.62222222,202039.4444,11.88888889,7422.222222,0.0,2013.4444440000002,전북 전주시 송천동1가 솔내9길,127.125729685,35.862458739000004,9,9,9,9,9,9,9,9
전세,송천동1가,솔내로,56.4,202009.3333,20.0,5166.666667,0.0,2020.0,전북 전주시 송천동1가 솔내로,127.12634094399999,35.859226351,3,3,3,3,3,3,3,3
전세,송천동1가,송천1길,59.33,202009.5,5.0,8000.0,0.0,2016.0,전북 전주시 송천동1가 송천1길,127.11984528299999,35.856078754,2,2,2,2,2,2,2,2
전세,송천동1가,송천2길,65.0,202056.5,22.0,10750.0,0.0,2017.0,전북 전주시 송천동1가 송천2길,127.11993640799999,35.859952252,2,2,2,2,2,2,2,2
전세,송천동1가,송천3길,66.44875,202026.75,16.75,8687.5,0.0,2016.3333329999998,전북 전주시 송천동1가 송천3길,127.120271504,35.860992555,16,16,16,16,16,16,16,16
전세,송천동1가,송천4길,47.995,202041.0,16.0,6333.333333,0.0,2013.4,전북 전주시 송천동1가 송천4길,127.119791994,35.861761593000004,6,6,6,6,6,6,6,6
전세,송천동1가,송천로,58.06,202042.4211,17.36842105,7868.421053,0.0,2009.2777780000001,전북 전주시 송천동1가 송천로,127.114697388,35.865521621,19,19,19,19,19,19,19,19
전세,송천동1가,시천로,61.16857143,202047.4286,8.714285713999999,8428.571429000001,0.0,2013.5,전북 전주시 송천동1가 시천로,127.114697388,35.865521621,7,7,7,7,7,7,7,7
전세,송천동1가,오송1길,56.0,202010.0,5.0,6000.0,0.0,2007.0,전북 전주시 송천동1가 오송1길,127.12808008200001,35.863152201,1,1,1,1,1,1,1,1
전세,송천동1가,용소로,50.81333333,202005.6667,11.66666667,5500.0,0.0,2012.0,전북 전주시 송천동1가 용소로,127.119248551,35.863380763,3,3,3,3,3,3,3,3
전세,송천동1가,천마산로,50.0,202102.0,18.0,7000.0,0.0,2016.0,전북 전주시 송천동1가 천마산로,127.13358697700001,35.864059979000004,1,1,1,1,1,1,1,1
전세,송천동2가,고내천변로,44.18,202103.0,16.0,6000.0,0.0,2009.0,전북 전주시 송천동2가 고내천변로,127.104313779,35.871889202,1,1,1,1,1,1,1,1
전세,송천동2가,동부대로,46.54090909,202042.8182,13.36363636,4936.363636,0.0,2011.6,전북 전주시 송천동2가 동부대로,127.138162316,35.869779993,11,11,11,11,11,11,11,11
전세,송천동2가,붓내1길,49.96,202071.3333,15.66666667,6333.333333,0.0,2008.5,전북 전주시 송천동2가 붓내1길,127.123122646,35.86419358,3,3,3,3,3,3,3,3
전세,송천동2가,붓내2길,42.5,202053.75,17.25,4750.0,0.0,2013.5,전북 전주시 송천동2가 붓내2길,127.12350737,35.864982774,4,4,4,4,4,4,4,4
전세,송천동2가,붓내3길,40.12857143,202008.7143,22.57142857,4671.428571,0.0,2011.857143,전북 전주시 송천동2가 붓내3길,127.121834397,35.866692207,7,7,7,7,7,7,7,7
전세,송천동2가,붓내4길,55.32333333,202023.6667,15.83333333,7166.666667,0.0,2013.4,전북 전주시 송천동2가 붓내4길,127.12245673700001,35.86769168,6,6,6,6,6,6,6,6
전세,송천동2가,붓내5길,40.00266667,202032.2667,15.8,4466.666667,0.0,2009.8666670000002,전북 전주시 송천동2가 붓내5길,127.122530986,35.868559245,15,15,15,15,15,15,15,15
전세,송천동2가,사근1길,43.67777778,202039.8889,17.33333333,5611.111111,0.0,2012.7777780000001,전북 전주시 송천동2가 사근1길,127.128148113,35.866453581,9,9,9,9,9,9,9,9
전세,송천동2가,와룡1길,54.0,202037.0,20.0,9733.333333,0.0,2018.0,전북 전주시 송천동2가 와룡1길,127.113337569,35.865257821,3,3,3,3,3,3,3,3
전세,송천동2가,천마산로,43.266999999999996,202036.3,19.1,4950.0,0.0,2014.0,전북 전주시 송천동2가 천마산로,127.122711173,35.863565461,10,10,10,10,10,10,10,10
전세,여의동,기린대로,47.2,202032.0,20.0,5500.0,0.0,2016.0,전북 전주시 여의동 기린대로,127.073888488,35.868398792,4,4,4,4,4,4,4,4
전세,여의동,여암1길,126.06,202012.0,1.0,15000.0,0.0,2018.0,전북 전주시 여의동 여암1길,127.074503441,35.871056906,1,1,1,1,1,1,1,1
전세,여의동2가,덕용1길,53.45545455,202042.5455,14.18181818,7181.818181999999,0.0,2016.7777780000001,전북 전주시 여의동2가 덕용1길,127.07977576100001,35.867596893000005,11,11,11,11,11,11,11,11
전세,여의동2가,덕용2길,50.605,202009.0,21.5,8000.0,0.0,2018.0,전북 전주시 여의동2가 덕용2길,127.07870259,35.868975802,2,2,2,2,2,2,2,2
전세,여의동2가,덕용4길,61.52,202039.0,13.0,6666.666667,0.0,2017.6666670000002,전북 전주시 여의동2가 덕용4길,127.077880774,35.870356731,3,3,3,3,3,3,3,3
전세,여의동2가,쪽구름1길,42.98,202008.0,20.0,5000.0,0.0,2017.0,전북 전주시 여의동2가 쪽구름1길,127.07700676700001,35.87268775,1,1,1,1,1,1,1,1
전세,여의동2가,쪽구름3길,55.93,202009.0,11.0,5500.0,0.0,,전북 전주시 여의동2가 쪽구름3길,127.077180036,35.873536229,1,1,1,1,1,1,1,1
전세,여의동2가,쪽구름5길,63.826,202005.4,22.0,3360.0,0.0,2020.0,전북 전주시 여의동2가 쪽구름5길,127.077173514,35.875010803,5,5,5,5,5,5,5,5
전세,여의동2가,쪽구름로,53.73,202056.75,12.5,6375.0,0.0,2015.0,전북 전주시 여의동2가 쪽구름로,127.079295269,35.866860187,4,4,4,4,4,4,4,4
전세,여의동2가,편운로,28.12,202102.0,27.0,4300.0,0.0,2020.0,전북 전주시 여의동2가 편운로,127.07753661299999,35.871002664,1,1,1,1,1,1,1,1
전세,우아동1가,인교2길,40.0,202010.0,30.0,5000.0,0.0,2016.0,전북 전주시 우아동1가 인교2길,127.170903805,35.827218251,1,1,1,1,1,1,1,1
전세,우아동1가,인교3길,41.608000000000004,202045.0,11.2,4800.0,0.0,2006.6,전북 전주시 우아동1가 인교3길,127.17323834700001,35.827521361,5,5,5,5,5,5,5,5
전세,우아동1가,인교4길,47.59666667,202055.3333,16.5,5266.666667,0.0,2008.0,전북 전주시 우아동1가 인교4길,127.171452303,35.826720339,6,6,6,6,6,6,6,6
전세,우아동1가,인교5길,55.226000000000006,202009.1,16.5,7350.0,0.0,2017.7777780000001,전북 전주시 우아동1가 인교5길,127.17434749799999,35.82784319,10,10,10,10,10,10,10,10
전세,우아동1가,인교6길,33.436,202025.4,9.4,3700.0,0.0,2011.3333329999998,전북 전주시 우아동1가 인교6길,127.17264962600001,35.82570079,5,5,5,5,5,5,5,5
전세,우아동1가,인교7길,66.11428571,202048.4286,14.85714286,11000.0,0.0,2018.75,전북 전주시 우아동1가 인교7길,127.173352881,35.826931736999995,7,7,7,7,7,7,7,7
전세,우아동1가,인교8길,121.60666670000002,202007.6667,10.66666667,10500.0,0.0,2015.3333329999998,전북 전주시 우아동1가 인교8길,127.17392599,35.826250249,3,3,3,3,3,3,3,3
전세,우아동1가,인교9길,47.85714286,202035.7143,21.42857143,5357.142857,0.0,2017.714286,전북 전주시 우아동1가 인교9길,127.174185884,35.826080699,7,7,7,7,7,7,7,7
전세,우아동1가,인교로,74.34214286,202034.4643,15.46428571,11557.14286,0.0,2016.2692309999998,전북 전주시 우아동1가 인교로,127.17050879799999,35.824300014,28,28,28,28,28,28,28,28
전세,우아동1가,한배미로,48.76,202009.0,4.0,8500.0,0.0,2017.0,전북 전주시 우아동1가 한배미로,127.169801943,35.824349645,1,1,1,1,1,1,1,1
전세,우아동2가,건산로,39.53,202103.0,28.0,7000.0,0.0,,전북 전주시 우아동2가 건산로,127.16555298200001,35.835414068,1,1,1,1,1,1,1,1
전세,우아동2가,석소1길,65.64,202057.5,19.5,8000.0,0.0,2016.0,전북 전주시 우아동2가 석소1길,127.168189934,35.832558431,2,2,2,2,2,2,2,2
전세,우아동2가,석소2길,42.46333333,202028.8889,16.66666667,4911.111111,0.0,2006.6666670000002,전북 전주시 우아동2가 석소2길,127.16927924,35.833451075999996,9,9,9,9,9,9,9,9
전세,우아동2가,석소3길,57.7,202065.2,12.2,4900.0,0.0,2006.75,전북 전주시 우아동2가 석소3길,127.17038238,35.833983815,5,5,5,5,5,5,5,5
전세,우아동2가,석소4길,59.4,202007.0,11.0,6300.0,0.0,2004.0,전북 전주시 우아동2가 석소4길,127.171823639,35.833833704,5,5,5,5,5,5,5,5
전세,우아동2가,석소5길,46.92,202054.6667,15.0,5350.0,0.0,2009.3333329999998,전북 전주시 우아동2가 석소5길,127.173064863,35.833274944,6,6,6,6,6,6,6,6
전세,우아동2가,석소로,52.57,202008.5,17.0,6500.0,0.0,,전북 전주시 우아동2가 석소로,127.169067464,35.830195544,2,2,2,2,2,2,2,2
전세,우아동2가,아중1길,63.04666667,202102.0,15.0,6266.666667,0.0,2008.0,전북 전주시 우아동2가 아중1길,127.17083838,35.828456533,3,3,3,3,3,3,3,3
전세,우아동2가,아중2길,33.0,202103.0,3.0,3000.0,0.0,2013.0,전북 전주시 우아동2가 아중2길,127.174623417,35.829938928000004,1,1,1,1,1,1,1,1
전세,우아동2가,아중3길,53.99125,202019.625,21.375,5287.5,0.0,2008.4,전북 전주시 우아동2가 아중3길,127.170347901,35.829236859,8,8,8,8,8,8,8,8
전세,우아동2가,아중6길,46.784,202027.2,19.8,5100.0,0.0,2009.0,전북 전주시 우아동2가 아중6길,127.173198879,35.832438363,5,5,5,5,5,5,5,5
전세,우아동2가,아중7길,54.52428571,202022.1429,16.14285714,5571.428571,0.0,2012.1666670000002,전북 전주시 우아동2가 아중7길,127.17105408799999,35.832977895,7,7,7,7,7,7,7,7
전세,우아동2가,아중로,30.0,202102.0,9.0,2500.0,0.0,2010.0,전북 전주시 우아동2가 아중로,127.17036520100001,35.827801005,1,1,1,1,1,1,1,1
전세,우아동2가,아중중앙로,60.0,202038.6667,22.33333333,5833.333333,0.0,2009.3333329999998,전북 전주시 우아동2가 아중중앙로,127.172298988,35.82940781,3,3,3,3,3,3,3,3
전세,우아동2가,정언신로,42.5,202052.5,21.5,3150.0,0.0,2006.0,전북 전주시 우아동2가 정언신로,127.16931216799999,35.830247049,2,2,2,2,2,2,2,2
전세,우아동2가,중상보로,43.47142857,202035.0,16.28571429,4400.0,0.0,2008.5,전북 전주시 우아동2가 중상보로,127.16884755299999,35.833401369,7,7,7,7,7,7,7,7
전세,우아동2가,진버들6길,38.571999999999996,202055.0,14.9,3530.0,0.0,2007.375,전북 전주시 우아동2가 진버들6길,127.166925259,35.836484175,10,10,10,10,10,10,10,10
전세,우아동3가,견훤로,106.64,202009.0,28.0,8000.0,0.0,1984.0,전북 전주시 우아동3가 견훤로,127.154609458,35.842565891,1,1,1,1,1,1,1,1
전세,우아동3가,도당산1길,39.24,202012.0,14.0,6250.0,0.0,,전북 전주시 우아동3가 도당산1길,127.153608886,35.84637452,2,2,2,2,2,2,2,2
전세,우아동3가,도당산2길,72.0,202004.0,3.0,9000.0,0.0,2018.0,전북 전주시 우아동3가 도당산2길,127.154906563,35.846513578,1,1,1,1,1,1,1,1
전세,우아동3가,도당산4길,70.52,202009.0,17.0,6375.0,0.0,2006.3333329999998,전북 전주시 우아동3가 도당산4길,127.15955979799999,35.848164545,8,8,8,8,8,8,8,8
전세,우아동3가,도당산로,50.55,202056.5,15.0,4700.0,0.0,2017.0,전북 전주시 우아동3가 도당산로,127.15483167299999,35.844007438,4,4,4,4,4,4,4,4
전세,우아동3가,동부대로,64.975,202056.5,14.5,6750.0,0.0,1987.0,전북 전주시 우아동3가 동부대로,127.166983164,35.840568921999996,2,2,2,2,2,2,2,2
전세,우아동3가,신기1길,75.34,202102.5,12.5,6000.0,0.0,1981.5,전북 전주시 우아동3가 신기1길,127.16249629200001,35.84831076,2,2,2,2,2,2,2,2
전세,우아동3가,안골5길,71.17666667,202009.0,17.66666667,4266.666667,0.0,2002.5,전북 전주시 우아동3가 안골5길,127.15567829700001,35.842873495999996,3,3,3,3,3,3,3,3
전세,우아동3가,안골6길,67.49666667,202070.3333,22.33333333,5333.333333,0.0,,전북 전주시 우아동3가 안골6길,127.15511841799999,35.84383279,3,3,3,3,3,3,3,3
전세,우아동3가,안덕원1길,36.16666667,202007.3333,10.0,4666.666667,0.0,2016.0,전북 전주시 우아동3가 안덕원1길,127.165109525,35.842730124,3,3,3,3,3,3,3,3
전세,우아동3가,안덕원2길,45.0,202010.0,18.0,6000.0,0.0,2015.0,전북 전주시 우아동3가 안덕원2길,127.164242523,35.843197648,2,2,2,2,2,2,2,2
전세,우아동3가,안덕원3길,24.0,202007.0,24.0,500.0,0.0,,전북 전주시 우아동3가 안덕원3길,127.162710712,35.844990024,1,1,1,1,1,1,1,1
전세,우아동3가,우아10길,59.38777778,202049.4444,11.11111111,5777.777778,0.0,2008.2222219999999,전북 전주시 우아동3가 우아10길,127.157150427,35.852398096,9,9,9,9,9,9,9,9
전세,우아동3가,우아1길,47.105,202010.25,16.5,4250.0,0.0,,전북 전주시 우아동3가 우아1길,127.162710712,35.844990024,4,4,4,4,4,4,4,4
전세,우아동3가,우아2길,61.74,202009.3333,21.0,8333.333333,0.0,2015.0,전북 전주시 우아동3가 우아2길,127.158024004,35.84933453,3,3,3,3,3,3,3,3
전세,우아동3가,우아3길,51.9975,202020.25,21.375,6000.0,0.0,2011.714286,전북 전주시 우아동3가 우아3길,127.162710712,35.844990024,8,8,8,8,8,8,8,8
전세,우아동3가,우아5길,54.0,202101.0,16.0,3000.0,0.0,1992.0,전북 전주시 우아동3가 우아5길,127.155320675,35.849917026,1,1,1,1,1,1,1,1
전세,우아동3가,우아6길,58.1,202011.0,20.0,4000.0,0.0,,전북 전주시 우아동3가 우아6길,127.157175682,35.85041415,1,1,1,1,1,1,1,1
전세,우아동3가,우아7길,49.76166667,202054.8333,14.16666667,5166.666667,0.0,2003.4,전북 전주시 우아동3가 우아7길,127.154596925,35.849810011,6,6,6,6,6,6,6,6
전세,우아동3가,진버들1길,48.9,202055.5,9.0,6500.0,0.0,2018.0,전북 전주시 우아동3가 진버들1길,127.16408520600001,35.837955539,2,2,2,2,2,2,2,2
전세,인후동1가,가재미1길,46.626999999999995,202017.4,14.6,4300.0,0.0,2008.6666670000002,전북 전주시 인후동1가 가재미1길,127.16235292,35.828394999000004,10,10,10,10,10,10,10,10
전세,인후동1가,가재미2길,46.25,202008.75,16.5,5000.0,0.0,2012.5,전북 전주시 인후동1가 가재미2길,127.16360726200001,35.828729626,4,4,4,4,4,4,4,4
전세,인후동1가,가재미3길,52.396,202008.2,16.8,8500.0,0.0,2020.0,전북 전주시 인후동1가 가재미3길,127.161277811,35.829248351,5,5,5,5,5,5,5,5
전세,인후동1가,가재미4길,36.77666667,202007.1111,18.11111111,3500.0,0.0,2010.375,전북 전주시 인후동1가 가재미4길,127.163021393,35.829550208,9,9,9,9,9,9,9,9
전세,인후동1가,가재미5길,49.512,202026.2,13.8,4900.0,0.0,2008.5,전북 전주시 인후동1가 가재미5길,127.160993687,35.830129329,5,5,5,5,5,5,5,5
전세,인후동1가,가재미6길,54.986000000000004,202047.2,8.2,6500.0,0.0,2012.0,전북 전주시 인후동1가 가재미6길,127.163011168,35.830388659,5,5,5,5,5,5,5,5
전세,인후동1가,가재미로,68.225,202038.7778,11.94444444,8138.888889,0.0,2015.9411760000007,전북 전주시 인후동1가 가재미로,127.16375612200001,35.826014572,18,18,18,18,18,18,18,18
전세,인후동1가,건산로,67.315,202007.5,11.0,6000.0,0.0,1982.0,전북 전주시 인후동1가 건산로,127.148615221,35.832658857,2,2,2,2,2,2,2,2
전세,인후동1가,견훤로,114.47666670000001,202010.6667,11.33333333,12000.0,0.0,2014.3333329999998,전북 전주시 인후동1가 견훤로,127.156649465,35.837462041,3,3,3,3,3,3,3,3
전세,인후동1가,견훤왕궁로,77.04,202102.0,8.0,6300.0,0.0,2017.0,전북 전주시 인후동1가 견훤왕궁로,127.153542519,35.829886606,1,1,1,1,1,1,1,1
전세,인후동1가,구총목로,75.0,202004.0,21.0,4500.0,0.0,2003.0,전북 전주시 인후동1가 구총목로,127.16120238200001,35.828027475,1,1,1,1,1,1,1,1
전세,인후동1가,동가재미1길,37.82,202025.9,13.3,3650.0,0.0,2002.6,전북 전주시 인후동1가 동가재미1길,127.162260155,35.83243405,10,10,10,10,10,10,10,10
전세,인후동1가,동가재미2길,52.41166667,202039.8333,14.5,6416.666667,0.0,2015.0,전북 전주시 인후동1가 동가재미2길,127.160822919,35.833175375,6,6,6,6,6,6,6,6
전세,인후동1가,동가재미3길,63.711999999999996,202009.8,16.6,8400.0,0.0,2004.75,전북 전주시 인후동1가 동가재미3길,127.16165037,35.833504618,5,5,5,5,5,5,5,5
전세,인후동1가,무삼지1길,27.5,202054.5,8.5,1850.0,0.0,2007.0,전북 전주시 인후동1가 무삼지1길,127.162806511,35.825491218,2,2,2,2,2,2,2,2
전세,인후동1가,무삼지2길,49.034,202025.4,19.4,6300.0,0.0,2012.2,전북 전주시 인후동1가 무삼지2길,127.16201125200001,35.826623020999996,5,5,5,5,5,5,5,5
전세,인후동1가,무삼지3길,44.09210526,202023.9474,17.0,4763.157895,0.0,2003.214286,전북 전주시 인후동1가 무삼지3길,127.16166737,35.827580794,19,19,19,19,19,19,19,19
전세,인후동1가,무삼지4길,41.0,202006.5,22.0,5500.0,0.0,2009.0,전북 전주시 인후동1가 무삼지4길,127.16461030100001,35.826126564,2,2,2,2,2,2,2,2
전세,인후동1가,무삼지5길,38.85714286,202062.2857,13.71428571,4685.714286,0.0,2005.4285710000001,전북 전주시 인후동1가 무삼지5길,127.16436643,35.827597799,7,7,7,7,7,7,7,7
전세,인후동1가,무삼지6길,54.0,202008.0,25.0,8000.0,0.0,2014.0,전북 전주시 인후동1가 무삼지6길,127.163849156,35.828185092,1,1,1,1,1,1,1,1
전세,인후동1가,무삼지로,134.03,202007.0,9.0,11000.0,0.0,,전북 전주시 인후동1가 무삼지로,127.16607401899999,35.828269180999996,1,1,1,1,1,1,1,1
전세,인후동1가,물왕멀로,42.0,202083.2,8.8,5400.0,0.0,2018.0,전북 전주시 인후동1가 물왕멀로,127.150722628,35.829878817,5,5,5,5,5,5,5,5
전세,인후동1가,반태산3길,57.5,202004.3,11.2,4300.0,0.0,2019.9,전북 전주시 인후동1가 반태산3길,127.147461249,35.83055108,10,10,10,10,10,10,10,10
전세,인후동1가,반태산6길,72.44,202040.0,18.66666667,6666.666667,0.0,2013.0,전북 전주시 인후동1가 반태산6길,127.151387655,35.829718728,3,3,3,3,3,3,3,3
전세,인후동1가,서가재미1길,47.77142857,202023.5,23.14285714,5678.571429,0.0,2008.0,전북 전주시 인후동1가 서가재미1길,127.15996878799999,35.830808540999996,14,14,14,14,14,14,14,14
전세,인후동1가,서가재미2길,51.27636364,202025.5455,19.90909091,4272.7272729999995,0.0,2007.111111,전북 전주시 인후동1가 서가재미2길,127.159689469,35.831821754,11,11,11,11,11,11,11,11
전세,인후동1가,서가재미3길,44.04375,202026.25,12.625,4487.5,0.0,2007.6666670000002,전북 전주시 인후동1가 서가재미3길,127.15927507200001,35.832830736999995,16,16,16,16,16,16,16,16
전세,인후동1가,석소로,43.41166667,202007.8333,18.16666667,6166.666667,0.0,2017.4,전북 전주시 인후동1가 석소로,127.16840259999998,35.828161347,6,6,6,6,6,6,6,6
전세,인후동1가,심방죽1길,119.045,202010.0,23.0,13000.0,0.0,2000.5,전북 전주시 인후동1가 심방죽1길,127.15176178,35.83701129999999,2,2,2,2,2,2,2,2
전세,인후동1가,심방죽2길,41.37,202011.0,11.0,5500.0,0.0,,전북 전주시 인후동1가 심방죽2길,127.151851136,35.837858716999996,1,1,1,1,1,1,1,1
전세,인후동1가,심방죽로,35.0,202056.0,16.0,3750.0,0.0,2012.0,전북 전주시 인후동1가 심방죽로,127.15118182200001,35.837723828,2,2,2,2,2,2,2,2
전세,인후동1가,아중로,59.62,202101.0,13.0,11000.0,0.0,,전북 전주시 인후동1가 아중로,127.166125274,35.825808185999996,1,1,1,1,1,1,1,1
전세,인후동1가,안골1길,52.325,202009.5,21.75,3775.0,0.0,1990.0,전북 전주시 인후동1가 안골1길,127.157118039,35.837830896999996,4,4,4,4,4,4,4,4
전세,인후동1가,안골2길,51.8225,202054.75,12.5,3687.5,0.0,1996.0,전북 전주시 인후동1가 안골2길,127.15687462700001,35.839050316999995,8,8,8,8,8,8,8,8
전세,인후동1가,안골3길,54.94,202009.5,7.5,4000.0,0.0,1991.0,전북 전주시 인후동1가 안골3길,127.15624317700001,35.840238387,2,2,2,2,2,2,2,2
전세,인후동1가,안골4길,97.65,202012.0,19.0,7000.0,0.0,1991.0,전북 전주시 인후동1가 안골4길,127.15646929,35.841928575,1,1,1,1,1,1,1,1
전세,인후동1가,안덕원로,81.35,202056.0,12.0,4250.0,0.0,1996.0,전북 전주시 인후동1가 안덕원로,127.15604802899999,35.837144678,2,2,2,2,2,2,2,2
전세,인후동1가,인봉3길,63.75,202077.75,18.25,9000.0,0.0,2013.5,전북 전주시 인후동1가 인봉3길,127.15533412,35.828697412,4,4,4,4,4,4,4,4
전세,인후동1가,인봉남로,51.6,202046.2,8.6,7380.0,0.0,2018.0,전북 전주시 인후동1가 인봉남로,127.15968721200001,35.826788114,5,5,5,5,5,5,5,5
전세,인후동1가,인봉로,39.63,202012.0,9.0,6000.0,0.0,,전북 전주시 인후동1가 인봉로,127.15826317700001,35.828221654000004,1,1,1,1,1,1,1,1
전세,인후동1가,인봉북로,80.67,202008.0,26.0,2000.0,0.0,1979.0,전북 전주시 인후동1가 인봉북로,127.15846672299999,35.827871627,1,1,1,1,1,1,1,1
전세,인후동1가,인후2길,59.21052632,202014.7895,12.26315789,4894.736842,0.0,2020.0,전북 전주시 인후동1가 인후2길,127.153309998,35.831443536,19,19,19,19,19,19,19,19
전세,인후동1가,인후4길,98.79,202008.0,17.0,6500.0,0.0,2018.0,전북 전주시 인후동1가 인후4길,127.154984791,35.829760115,1,1,1,1,1,1,1,1
전세,인후동1가,인후5길,79.33333333,202004.6667,15.66666667,11333.33333,0.0,2016.6666670000002,전북 전주시 인후동1가 인후5길,127.15804728799999,35.83053163,3,3,3,3,3,3,3,3
전세,인후동1가,인후6길,40.0,202101.0,30.0,3500.0,0.0,2008.0,전북 전주시 인후동1가 인후6길,127.157436187,35.832793067,1,1,1,1,1,1,1,1
전세,인후동1가,작은모래내4길,44.24,202007.0,11.0,6000.0,0.0,2011.0,전북 전주시 인후동1가 작은모래내4길,127.148960351,35.833871265999996,1,1,1,1,1,1,1,1
전세,인후동1가,정언신로,43.43777778,202017.7778,15.33333333,4577.777778,0.0,2016.0,전북 전주시 인후동1가 정언신로,127.15501066700001,35.829420114,9,9,9,9,9,9,9,9
전세,인후동1가,진버들1길,65.324,202007.0,10.6,5500.0,0.0,2020.0,전북 전주시 인후동1가 진버들1길,127.157329296,35.835765407,5,5,5,5,5,5,5,5
전세,인후동1가,팽나무1길,43.0,202101.0,12.0,4000.0,0.0,2011.0,전북 전주시 인후동1가 팽나무1길,127.149837621,35.835070673000004,1,1,1,1,1,1,1,1
전세,인후동1가,팽나무2길,40.0,202103.0,26.0,4500.0,0.0,2015.0,전북 전주시 인후동1가 팽나무2길,127.152090268,35.834653701,1,1,1,1,1,1,1,1
전세,인후동1가,팽나무3길,42.66777778,202028.7778,20.0,4666.666667,0.0,2006.2,전북 전주시 인후동1가 팽나무3길,127.15300442,35.83559893,9,9,9,9,9,9,9,9
전세,인후동1가,팽나무4길,34.87857143,202033.8571,11.0,4000.0,0.0,2010.0,전북 전주시 인후동1가 팽나무4길,127.15431871700001,35.835727364,7,7,7,7,7,7,7,7
전세,인후동1가,팽나무5길,28.84333333,202072.3333,10.33333333,4400.0,0.0,2002.0,전북 전주시 인후동1가 팽나무5길,127.156009329,35.835693669,3,3,3,3,3,3,3,3
전세,인후동1가,팽나무6길,32.85111111,202020.6667,18.11111111,5166.666667,0.0,2017.0,전북 전주시 인후동1가 팽나무6길,127.156474075,35.834857783000004,9,9,9,9,9,9,9,9
전세,인후동1가,한배미1길,38.35307692,202044.2308,15.65384615,3755.0,0.0,2004.25,전북 전주시 인후동1가 한배미1길,127.163786199,35.82434564,26,26,26,26,26,26,26,26
전세,인후동1가,한배미2길,50.0,202056.5,11.5,5500.0,0.0,2007.0,전북 전주시 인후동1가 한배미2길,127.165194932,35.825243005,2,2,2,2,2,2,2,2
전세,인후동1가,한배미3길,39.96727273,202059.4545,18.36363636,4363.636364,0.0,2001.4,전북 전주시 인후동1가 한배미3길,127.165615683,35.824975775,11,11,11,11,11,11,11,11
전세,인후동1가,한배미4길,50.0675,202021.55,15.45,6090.0,0.0,2011.214286,전북 전주시 인후동1가 한배미4길,127.166036678,35.824502757,20,20,20,20,20,20,20,20
전세,인후동1가,한배미5길,34.80833333,202034.3333,14.55555556,3069.444444,0.0,2003.9333329999997,전북 전주시 인후동1가 한배미5길,127.167286049,35.823490111999995,18,18,18,18,18,18,18,18
전세,인후동1가,한배미6길,38.795,202004.5,17.5,3000.0,0.0,2008.0,전북 전주시 인후동1가 한배미6길,127.16838751799999,35.82341391,2,2,2,2,2,2,2,2
전세,인후동2가,거북바우로,34.415,202009.5,25.5,5500.0,0.0,2010.0,전북 전주시 인후동2가 거북바우로,127.14674161100001,35.841669399999994,2,2,2,2,2,2,2,2
전세,인후동2가,건산로,49.01,202008.0,22.0,5000.0,0.0,,전북 전주시 인후동2가 건산로,127.148202993,35.832531506,1,1,1,1,1,1,1,1
전세,인후동2가,건지3길,32.13333333,202071.6667,22.33333333,5666.666667,0.0,2017.3333329999998,전북 전주시 인후동2가 건지3길,127.144192519,35.845031221,3,3,3,3,3,3,3,3
전세,인후동2가,건지4길,24.0,202102.0,9.333333332999999,5000.0,0.0,2021.0,전북 전주시 인후동2가 건지4길,127.14579021200001,35.845506531,3,3,3,3,3,3,3,3
전세,인후동2가,명주1길,60.13,202050.2222,15.22222222,7388.888889,0.0,2013.375,전북 전주시 인후동2가 명주1길,127.145423922,35.843611539,9,9,9,9,9,9,9,9
전세,인후동2가,명주2길,44.83,202027.4,19.8,6400.0,0.0,2008.0,전북 전주시 인후동2가 명주2길,127.146208282,35.843744367,5,5,5,5,5,5,5,5
전세,인후동2가,명주3길,49.15,202007.3333,23.0,5266.666667,0.0,1987.0,전북 전주시 인후동2가 명주3길,127.14793905200001,35.844033603,3,3,3,3,3,3,3,3
전세,인후동2가,명주5길,85.4,202057.5,14.0,10250.0,0.0,2010.0,전북 전주시 인후동2가 명주5길,127.150124079,35.844969124,2,2,2,2,2,2,2,2
