0,1,near_bus_stop,near_bus_stop_count,bus_at_each_stop,total_bus
127.07,35.83,"[[127.0664632, 35.8331418, '혁신호반3차아파트', 306032151], [127.0668632, 35.8328908, '혁신호반3차아파트', 306032152], [127.0686734, 35.8251263, '안심마을.한국농수산대학', 305132147], [127.07076367, 35.82614218, '혁신도시입구', 305100771], [127.07107019, 35.82963969, '한국농수산대학후문', 306100838], [127.07121707, 35.83226303, '두현마을', 312032274], [127.07136023, 35.82944365, '용흥마을', 306100839], [127.07170873, 35.83179932, '두현마을', 312132114], [127.07221289, 35.83228875, '두현마을', 306100865], [127.07417594, 35.83459645, '월평마을', 306032185], [127.07426866, 35.83423664, '월평마을', 305032186]]",11,(혁신호반3차아파트-306032151)-5대(혁신호반3차아파트-306032152)-4대(혁신도시입구-305100771)-2대(한국농수산대학후문-306100838)-1대,12
127.08,35.84,"[[127.0772661, 35.8398432, '만성동로 만성시티프라디움', 305032433], [127.0773503, 35.8448357, '만성에코르', 305032417], [127.0775322, 35.839772, '만성동로 제일풍경채아파트', 305032434], [127.0776389, 35.8447105, '만성중흥S클래스', 305032414], [127.0781631, 35.8377338, '제일풍경채아파트', 306100991], [127.0782733, 35.8420079, '만성도시상가', 305032412], [127.0783853, 35.8375813, '제일풍경채아파트', 306100989], [127.0784492, 35.8422609, '만성도시상가', 305032413], [127.0802569, 35.84110278, '서고사', 306101030], [127.0803397, 35.844298, '만성동로 만성중흥S클래스', 305032662], [127.0806283, 35.8441637, '만성동로 만성중흥S클래스', 305032663], [127.0809075, 35.8418277, '서고사', 306101026]]",12,(만성에코르-305032417)-7대(만성중흥S클래스-305032414)-6대,13
127.08,35.85,"[[127.0750889, 35.8494439, '용정마을', 305032424], [127.0760632, 35.8517717, '용정마을.하나로클럽', 305032440], [127.0764847, 35.851647, '용정마을.하나로클럽', 305032441], [127.07762199, 35.85238121, '하나로클럽', 306101150], [127.07765233, 35.85394188, '하나로클럽', 306101177], [127.0778368, 35.8491651, '만성골드클래스후문', 305032422], [127.07787678, 35.85387041, '하나로클럽', 306101175], [127.0783678, 35.8492752, '만성골드클래스후문', 305032421], [127.07870782, 35.85146089, '법조타운입구', 306101141], [127.0788275, 35.8461031, '만성골드클래스정문', 305032415], [127.0793877, 35.8469706, '만성골드클래스정문', 305032416], [127.0805571, 35.8471839, '만성동로 TBN전북교통방송', 305032661], [127.0807222, 35.8473738, '만성동로 TBN전북교통방송', 305032660], [127.0810328, 35.847896, 'TBN전주교통방송', 305032418], [127.0814974, 35.8480058, 'TBN전주교통방송', 305032419], [127.08232212, 35.85035334, '온고을장례식장', 306101127], [127.0826759, 35.8460525, 'JTV전주방송', 305032323], [127.0829642, 35.8459724, 'JTV전주방송', 305032322], [127.0838226, 35.848068, '미래페이퍼교차로', 305032420], [127.08472671, 35.84963192, '미래페이퍼', 306101119]]",20,(용정마을-305032424)-2대(용정마을.하나로클럽-305032441)-4대(하나로클럽-306101177)-3대(하나로클럽-306101175)-3대(법조타운입구-306101141)-2대(만성골드클래스정문-305032416)-6대(온고을장례식장-306101127)-1대,21
127.07,35.85,"[[127.0659653, 35.8538202, '대한적십자사', 306101173], [127.0662198, 35.8538572, '대한적십자사', 306101169], [127.0723798, 35.8453816, '양현초등학교', 305032426], [127.0729704, 35.8457128, '양현초등학교', 305032425], [127.0747555, 35.8496591, '용정마을', 305032423]]",5,(대한적십자사-306101173)-3대(양현초등학교-305032426)-3대,6
127.08,35.83,[],0,,
127.07,35.87,"[[127.0689158, 35.8701616, '시외고속간이터미널', 305032183], [127.069535, 35.8703712, '시외고속간이터미널', 305032184], [127.07013771, 35.87385833, '반월동 삼오아파트', 306101423], [127.07016309, 35.8741509, '반월동 삼오아파트', 306101426], [127.0703816, 35.8694907, '기린대로 월드컵경기장', 305032456], [127.07112831, 35.86776036, '호남제일문', 306101359], [127.07153191, 35.86762751, '호남제일문', 306101356], [127.07245896, 35.87412321, '반월주공아파트', 306101425], [127.07261016, 35.87383249, '반월주공아파트', 306101421], [127.07280948, 35.87076042, '새전주요양병원', 306101393], [127.07310765, 35.87073024, '새전주요양병원', 306101392], [127.07449234, 35.867854, '푸른솔아파트', 306101362], [127.07484278, 35.86722828, '푸른솔아파트', 306101352]]",13,(시외고속간이터미널-305032183)-32대(시외고속간이터미널-305032184)-13대(반월동 삼오아파트-306101423)-6대(반월동 삼오아파트-306101426)-5대(기린대로 월드컵경기장-305032456)-1대(호남제일문-306101356)-3대(새전주요양병원-306101393)-3대(푸른솔아파트-306101362)-2대,65
127.07,35.88,"[[127.06592533, 35.87818071, '실용리', 306101484], [127.06606613, 35.87826271, '실용리', 306101485], [127.0663398, 35.8848882, '암실', 306101545], [127.066393, 35.8848803, '암실', 306101544]]",4,(실용리-306101484)-3대(암실-306101545)-2대,5
127.17,35.84,"[[127.16675918, 35.84195743, '산정우정신세계아파트', 306101041], [127.16706589, 35.84221628, '산정우정신세계아파트', 306101043], [127.16745218, 35.83951413, '고려병원', 306101015], [127.16748582, 35.83923015, '고려병원', 306101012], [127.1680661, 35.8407513, '동부대로고려병원', 305032353], [127.168453, 35.8409056, '동부대로고려병원', 305032354], [127.17091285, 35.84109586, '백자동', 306101029], [127.17164531, 35.84183281, '백자동', 306101039], [127.1719365, 35.8411902, '백자삼거리', 306101023], [127.17308208, 35.83507318, '동부대로아중천', 306100941]]",10,(산정우정신세계아파트-306101041)-8대(산정우정신세계아파트-306101043)-6대(동부대로고려병원-305032353)-3대(동부대로고려병원-305032354)-1대(백자동-306101029)-11대(백자삼거리-306101023)-9대,38
127.17,35.83,"[[127.16529872, 35.82745586, '인봉초교', 306100810], [127.1654766, 35.82607147, '인후아남아파트', 306100784], [127.16574295, 35.82726625, '인봉초교', 306100806], [127.16663131, 35.82558952, '인후아남아파트', 306100780], [127.16732197, 35.82629608, '아중제일2차아파트', 306100789], [127.1675838, 35.83358, '아중대우아파트', 306100913], [127.16767342, 35.83422165, '아중대우아파트', 306100926], [127.16768459, 35.8268367, '인후부영6차아파트', 306100801], [127.16782411, 35.83251021, '우아롯데아파트', 306100888], [127.16792027, 35.83178082, '아중현대아파트', 306100869], [127.16879113, 35.83007524, '중앙여고', 306100847], [127.16910791, 35.82981818, '중앙여고', 306100843], [127.17050772, 35.82672858, '인후부영3차아파트', 306100798], [127.17066002, 35.82786676, '하인교마을', 306100815], [127.17090123, 35.82765841, '하인교마을', 306100811], [127.17344848, 35.82855924, '인교마을아중요양병원', 306100820], [127.17349211, 35.82884368, '인교마을아중요양병원', 306100825], [127.17474659, 35.83095074, '아중역.한옥레일바이크', 306100858]]",18,(인봉초교-306100810)-4대(인후아남아파트-306100784)-4대(인후아남아파트-306100780)-2대(아중대우아파트-306100913)-5대(아중대우아파트-306100926)-7대(인후부영6차아파트-306100801)-1대,23
127.04,35.88,[],0,,
127.13,35.86,"[[127.1264262, 35.86405704, '송천주공2단지(오송초교)', 306101318], [127.12708911, 35.86436962, '송천주공2단지', 306101320], [127.1272632, 35.86402015, '송천신일아파트', 306101317], [127.12890468, 35.86498574, '오송중.예비군훈련장', 306101325]]",4,(송천주공2단지-306101320)-13대(송천신일아파트-306101317)-8대,21
127.14,35.87,"[[127.1351696, 35.8696382, '분내마을', 306101384], [127.1355747, 35.8694636, '대송장례식장', 306101380], [127.1362082, 35.8702093, '분내', 312032260], [127.1378576, 35.8738667, '예정지', 305032435], [127.1381457, 35.8738496, '예정지', 305032436], [127.1415904, 35.8749265, '화정리', 306101438], [127.14196852, 35.86917679, '화정마을', 306101376], [127.14291558, 35.86866252, '화정마을', 306101374]]",8,(분내마을-306101384)-8대(대송장례식장-306101380)-3대,11
127.14,35.88,"[[127.1352186, 35.8768187, '자연초등학교', 305032405], [127.135295, 35.8770714, '자연초등학교', 305032400], [127.136044, 35.8756041, '에코자이2차', 305032404], [127.1373336, 35.8794515, '상중마을', 306101494], [127.1373362, 35.878888, '상중마을', 306101493], [127.1374362, 35.8763837, '에코데시앙네스트', 305032399], [127.13965306, 35.87593292, '초포초교', 306101455], [127.1400459, 35.8759587, '초포초교', 306101459], [127.1416561, 35.875107, '화정리', 306101441]]",9,(자연초등학교-305032400)-6대(에코자이2차-305032404)-9대(상중마을-306101493)-6대(초포초교-306101459)-7대,28
127.13,35.87,"[[127.12706103, 35.86617907, '송천현대아파트', 306101342], [127.12722076, 35.86810687, '송천주공아파트', 306101369], [127.12733436, 35.8662239, '송천현대아파트', 306101344], [127.1274581, 35.8709795, '에코시티상가', 305032429], [127.12751278, 35.86783705, '송천주공아파트', 306101363], [127.1277186, 35.8721074, '에코시티상가', 305032430], [127.12877523, 35.86522573, '오송중.예비군훈련장', 306101330], [127.1292427, 35.8731038, '에코더샵1차', 305032397], [127.1294301, 35.8732938, '에코데시앙4블럭', 305032402], [127.13057415, 35.86832555, '송천노인복지센터', 316132258], [127.13099155, 35.86863502, '송천노인복지센터', 312132259], [127.1337863, 35.8727121, '에코데시앙5블럭', 305032403], [127.1339642, 35.8725593, '에코휴먼빌', 305032398]]",13,(송천주공아파트-306101369)-11대(송천현대아파트-306101344)-13대(에코시티상가-305032429)-4대(에코시티상가-305032430)-3대(송천노인복지센터-312132259)-8대,39
127.12,35.87,"[[127.11694495, 35.86778567, '농수산시장 내', 306101357], [127.11700919, 35.86798443, '농수산시장 내', 306101364], [127.1175725, 35.8696339, '동부대로 농수산시장', 306101998], [127.1184873, 35.8699127, '동부대로 농수산시장', 306032307], [127.12129269, 35.86878898, '송천역네거리', 306032060], [127.1216536, 35.8674704, '송천역네거리', 306032061], [127.12181954, 35.86543274, '송천동성원무지개아파트', 306101333], [127.1236593, 35.8731559, '에코도시상가', 305032443], [127.124132, 35.8739237, '에코도시상가', 305032442]]",9,(농수산시장 내-306101357)-6대(동부대로 농수산시장-306101998)-16대(송천역네거리-306032060)-1대(송천역네거리-306032061)-10대(에코도시상가-305032442)-3대,36
127.11,35.87,"[[127.109252, 35.8697397, '송천동종점', 306032304], [127.1093354, 35.8699041, '송천동종점', 306032303], [127.1124312, 35.8699511, '메가월드', 306032306], [127.112454, 35.8698105, '메가월드', 305032314], [127.11327864, 35.87487833, '비행장', 306101437], [127.113504, 35.87492509, '비행장', 306101439], [127.11370259, 35.87312102, '용흥마을', 306101414], [127.11376208, 35.87323252, '용흥마을', 306101416], [127.11441981, 35.86671868, '송천롯데아파트', 306101349], [127.1146514, 35.86897, '농수산시장.메가박스', 306101382], [127.11470965, 35.8661518, '송천롯데아파트', 306101341], [127.1147953, 35.868984, '농수산시장.메가박스', 306101381], [127.1148112, 35.8714139, '발단마을', 306101403], [127.114969, 35.8713261, '발단마을', 306101395]]",14,(송천동종점-306032304)-33대(송천동종점-306032303)-33대(비행장-306101439)-5대(송천롯데아파트-306101341)-1대,72
127.08,35.86,"[[127.0774971, 35.8630929, '전주공고정문', 305032557], [127.0775973, 35.8629895, '전주공고정문', 305032558], [127.0824621, 35.8593694, '전북테크노파크', 305032336], [127.083705, 35.8589049, '전북테크노파크', 305032335]]",4,(전주공고정문-305032558)-4대(전북테크노파크-305032336)-1대,5
127.06,35.88,"[[127.0603283, 35.8758575, '서당마을경로당', 305032554], [127.0604231, 35.8757406, '서당마을경로당', 305032553], [127.0609162, 35.8783382, '월곡마을', 306101490], [127.0610968, 35.8783334, '월곡마을', 306101491], [127.0618512, 35.8759154, '서당리', 306101453]]",5,(서당마을경로당-305032554)-5대,5
127.17,35.82,"[[127.16794612, 35.82439205, '인후부영5차아파트', 306100753]]",1,,0
127.18,35.83,"[[127.17550641, 35.83041074, '아중역.한옥레일바이크', 306100854]]",1,(아중역.한옥레일바이크-306100854)-1대,1
127.2,35.82,[],0,,
127.16,35.84,"[[127.15521267, 35.84087789, '북일초교', 306101021], [127.15536026, 35.83675952, '안골', 306100972], [127.15619271, 35.838455, '인후1동주민센터', 306101002], [127.1571197, 35.83507037, '전주시민기록관', 306100944], [127.15819068, 35.83723305, '유일여고.쌍용아파트', 306100979], [127.15993797, 35.83723127, '유일여자고등학교', 306100980], [127.16224477, 35.83820735, '삼호아파트', 306100997], [127.16294574, 35.83802125, '기린아파트', 306100995], [127.16451237, 35.84490223, '우아럭키아파트', 306101075], [127.16456874, 35.83872307, '인후시립도서관', 306101006], [127.16463352, 35.84416667, '우아럭키아파트', 306101062], [127.16477152, 35.83842079, '인후시립도서관', 306101001], [127.1649914, 35.8351482, '고용노동부전주지청', 306100945]]",13,(안골-306100972)-17대(전주시민기록관-306100944)-6대(유일여자고등학교-306100980)-9대(인후시립도서관-306101006)-11대(고용노동부전주지청-306100945)-7대,50
127.15,35.86,"[[127.14890823, 35.86463135, '호성진흥더블파크', 306101322], [127.15036145, 35.86374311, '호성동주민센터', 306101310], [127.15073428, 35.86273498, '전주출입국외국인사무소', 306101294], [127.15102965, 35.85527563, '호성동엘지동아아파트', 306101209], [127.15195548, 35.85784878, '호성주공', 306101239], [127.15339778, 35.85813228, '호성주공', 306101244], [127.15352754, 35.86045947, '호성동아아파트', 306101279], [127.15374443, 35.85959779, '호성동아아파트', 306101264], [127.153752, 35.8585547, '호성유원아파트', 305032365]]",9,(호성동주민센터-306101310)-24대(호성동엘지동아아파트-306101209)-8대(호성주공-306101239)-1대(호성동아아파트-306101264)-15대,48
127.15,35.85,"[[127.1477652, 35.8453963, '건지산이지움', 305032375], [127.14966739, 35.84549391, '새마을금고.한국국토정보공사', 306101081], [127.15111712, 35.84642572, '한국장애인고용공단전북지사', 306101088], [127.15149007, 35.85489152, '호성동엘지동아아파트', 306101200], [127.15183148, 35.84867803, '청년회의소', 306101099], [127.15223482, 35.84868639, '청년회의소', 306101100], [127.15287844, 35.84548171, '명주골네거리.대자인병원', 306101080], [127.15317879, 35.84573059, '명주골네거리.대자인병원', 306101085], [127.15363551, 35.85333135, '호성로 우아중', 306101165], [127.1537574, 35.85354332, '호성로 우아중', 306101168], [127.15453607, 35.85354059, '우아중', 306101167]]",11,(새마을금고.한국국토정보공사-306101081)-17대(한국장애인고용공단전북지사-306101088)-16대(호성동엘지동아아파트-306101200)-8대(청년회의소-306101099)-8대(청년회의소-306101100)-2대(명주골네거리.대자인병원-306101080)-24대(명주골네거리.대자인병원-306101085)-25대,100
127.16,35.86,"[[127.1552294, 35.85815573, '호성동신아파트', 306101245], [127.15564844, 35.85520293, '우아우성아파트', 306101208], [127.15565437, 35.85831731, '호성동신아파트', 306101247], [127.15807529, 35.85873009, '기린원', 306101252], [127.15825599, 35.85863599, '기린원', 306101251], [127.15972862, 35.86262591, '호성중', 306101293], [127.16008806, 35.86282692, '호성중', 306101296]]",7,(호성동신아파트-306101245)-16대(우아우성아파트-306101208)-8대(기린원-306101251)-7대,31
127.16,35.83,"[[127.15505288, 35.83345252, '기린네거리', 306100910], [127.15641016, 35.83465968, '도매다리', 306100931], [127.1565985, 35.83462885, '도매다리', 306100930], [127.15724898, 35.82982541, '화약골', 306100844], [127.15724898, 35.83007349, '화약골', 306100846], [127.15755178, 35.83497116, '전주시민기록관', 306100938], [127.15824254, 35.83217988, '화평', 306100881], [127.15827337, 35.8330179, '화평', 306100899], [127.15884669, 35.83349292, '기린초교', 306100908], [127.15906367, 35.83379185, '기린초교', 306100917], [127.16264539, 35.83293721, '인후초교', 306100894], [127.1628757, 35.83299303, '인후초교', 306100897], [127.16312986, 35.82516776, '마당재', 306132051], [127.16363233, 35.830003, '인후부영2차아파트', 306100845], [127.16430729, 35.82924961, '인후부영2차아파트', 306100836], [127.16497601, 35.83496455, '고용노동부전주지청', 306100937]]",16,(도매다리-306100931)-16대(도매다리-306100930)-14대(화약골-306100844)-2대(화약골-306100846)-1대(전주시민기록관-306100938)-6대(기린초교-306100908)-8대(기린초교-306100917)-2대(인후초교-306100894)-2대(인후초교-306100897)-2대,53
127.15,35.83,"[[127.14549767, 35.83305726, '모래내시장', 306100900], [127.14637385, 35.82651832, '전주농협', 306100792], [127.1465455, 35.82578923, '대우빌딩', 306100781], [127.15167961, 35.83321244, '인후6거리', 306100904], [127.15184677, 35.83310547, '인후6거리', 306100896], [127.15365306, 35.82708046, '기자촌입구.한옥마을서해그랑블', 305100804], [127.15396039, 35.82899531, '서낭당', 305100829], [127.15423527, 35.82905338, '서낭당', 305100831], [127.15429251, 35.82776073, '기자촌입구.한옥마을서해그랑블', 305100814], [127.15461162, 35.83331422, '기린네거리', 306100902]]",10,(모래내시장-306100900)-52대(전주농협-306100792)-10대(대우빌딩-306100781)-22대(인후6거리-306100904)-18대(인후6거리-306100896)-2대(서낭당-305100829)-1대(서낭당-305100831)-2대,107
127.06,35.85,"[[127.0616009, 35.8459396, '혁신이노팰리스', 305032327], [127.0617583, 35.8454984, '혁신이노팰리스', 305032321], [127.06200484, 35.84882038, '장동초교', 306101102], [127.06223506, 35.84870992, '장동초교', 306101098], [127.0625166, 35.85077956, '생물산업진흥원', 306101133], [127.06270001, 35.8505926, '생물산업진흥원', 306101131]]",6,(혁신이노팰리스-305032327)-7대(혁신이노팰리스-305032321)-3대(장동초교-306101098)-3대,13
127.06,35.84,"[[127.06108976, 35.83842258, '대방빌딩', 312032177], [127.06115383, 35.83862137, '호반더센트럴', 312032178], [127.06300164, 35.84380798, '호반2차아파트', 306032154], [127.06310675, 35.83863535, '한국출판문화산업진흥원', 305032297], [127.06315462, 35.83832929, '한국출판문화산업진흥원', 305032298], [127.06347119, 35.84341507, '호반2차아파트', 306032153], [127.0639841, 35.8406576, '호반2차정문', 305032466], [127.06446596, 35.83694249, '혁신호반1차아파트', 312032094], [127.06468753, 35.83692619, '만성초등학교', 312032093]]",9,(호반더센트럴-312032178)-5대(호반2차아파트-306032154)-4대(한국출판문화산업진흥원-305032298)-5대(호반2차아파트-306032153)-6대(혁신호반1차아파트-312032094)-1대,21
127.13,35.88,"[[127.1262834, 35.8757968, '송천정보학교', 306101413], [127.127112, 35.8762709, '송천정보학교', 306101419], [127.12843519, 35.88364057, '백석제', 306101524], [127.12869961, 35.88356675, '백석제', 306101523], [127.1305983, 35.8793652, '에코스위첸', 305032401], [127.130655, 35.8790768, '에코스위첸', 305032406], [127.1326558, 35.8788305, '세병호입구', 305032529], [127.1337937, 35.8783246, '에코더샵2차', 305032528], [127.13467161, 35.88306647, '오매마을', 306101518], [127.13481216, 35.88317201, '오매마을', 306101521]]",10,(송천정보학교-306101413)-4대(백석제-306101524)-2대(에코스위첸-305032401)-2대(세병호입구-305032529)-4대(오매마을-306101518)-6대(오매마을-306101521)-6대,24
127.11,35.88,"[[127.1092948, 35.8829105, '미산초교', 306101519], [127.10936072, 35.88305057, '미산초교', 306101516], [127.109426, 35.8832535, '미산초교', 306101517], [127.10978066, 35.8829579, '미산초교', 306101515], [127.11083806, 35.87544492, '환경사업소', 306101445], [127.11102577, 35.87531233, '환경사업소', 306101443], [127.1126074, 35.8779065, '월곡마을앞', 306101476], [127.11285933, 35.87772333, '월곡마을앞', 306101480]]",8,(미산초교-306101516)-5대(미산초교-306101515)-3대(환경사업소-306101445)-5대,13
127.1,35.89,"[[127.096852, 35.88847097, '진기마을', 306101559], [127.09685722, 35.88856377, '진기마을', 306101560], [127.1023599, 35.8925611, '신미산', 306101601], [127.10247, 35.8926876, '신미산', 306101602], [127.1046424, 35.8892146, '주정마을', 305032396], [127.1046635, 35.8894311, '주정마을', 306101563], [127.1047367, 35.8891924, '주정마을', 305032395], [127.1048018, 35.8894721, '주정마을', 306101564]]",8,(신미산-306101601)-5대(신미산-306101602)-5대(주정마을-305032395)-1대,11
127.06,35.83,"[[127.06056845, 35.82540047, '국립축산과학원', 305032288], [127.06261063, 35.82678639, '국립축산과학원', 305032289], [127.0626299, 35.8333866, '우미린1차아파트', 312032825], [127.0629297, 35.8332254, '우미린1차아파트', 312032824]]",4,(우미린1차아파트-312032825)-2대,2
127.13,35.82,"[[127.13220763, 35.8244614, '어은골', 306100757], [127.13255888, 35.8244905, '어은골', 305100758]]",2,(어은골-306100757)-3대,3
127.1,35.86,"[[127.09646779, 35.85805152, '휴비스전주공장', 306101243], [127.09646937, 35.85843146, '휴비스전주공장', 306101248], [127.10059332, 35.85588544, '팔복예술공장', 306101215], [127.1007816, 35.8562058, '팔복예술공장.동명기계', 306101231], [127.10129843, 35.86347067, '팔복예술공장.연탄공장', 306101304], [127.10145969, 35.86348636, '연탄공장', 306101305], [127.10355762, 35.85957322, '야전리', 306101261], [127.10386819, 35.85667894, '호남고속', 306101228], [127.10456989, 35.85885709, '야전리.유니온시티', 306101254], [127.10457561, 35.85689522, '호남고속', 306101232]]",10,(휴비스전주공장-306101243)-20대(휴비스전주공장-306101248)-19대(연탄공장-306101305)-1대(야전리-306101261)-1대,41
127.09,35.86,"[[127.08507649, 35.86358541, '도시첨단산업단지', 306101306], [127.0852655, 35.86308036, '도시첨단산업단지', 306101299], [127.0866481, 35.8584192, '상용화기술센터', 305032333], [127.0871226, 35.8587544, '상용화기술센터', 305032334], [127.09252754, 35.85976063, '기린대로경제통상진흥원', 306101265], [127.09288621, 35.86015131, '기린대로경제통상진흥원', 306101272]]",6,(도시첨단산업단지-306101306)-19대(도시첨단산업단지-306101299)-20대,39
127.1,35.84,"[[127.09645064, 35.84168682, '덕촌', 306101037], [127.09679973, 35.84196812, '덕촌', 306101040], [127.09828902, 35.83590776, '서곡마을', 312102004], [127.09846544, 35.83574861, '서곡마을', 305100951], [127.09981619, 35.83789306, '서곡광장', 305100987], [127.10229825, 35.83844825, '전주세무서.한국환경공단', 305100998], [127.10266344, 35.83775456, '전주세무서.한국환경공단', 305100988]]",7,(덕촌-306101037)-6대(덕촌-306101040)-5대(서곡마을-312102004)-4대(서곡마을-305100951)-4대,19
127.16,35.87,"[[127.15812863, 35.87126792, '초포삼거리', 306101406], [127.15838306, 35.87143892, '초포삼거리', 306101408], [127.15956161, 35.87375247, '소양교', 312101422], [127.15962099, 35.86891125, '배미실새터', 306101375], [127.15973188, 35.86917369, '배미실새터', 306101377], [127.1597444, 35.8738314, '소양교', 312101424], [127.16027593, 35.86564054, '전북자동차학원', 306101335], [127.16047943, 35.8656265, '전북자동차학원', 306101334], [127.16351897, 35.87069764, '금성자동차학원', 312101394], [127.16381439, 35.87077149, '금성자동차학원', 312101397], [127.16464154, 35.86818835, '구억마을', 312101370], [127.16480495, 35.86822038, '구억마을', 312101371]]",12,(초포삼거리-306101406)-7대(소양교-312101422)-1대(배미실새터-306101377)-7대(소양교-312101424)-2대(구억마을-312101371)-1대,18
127.15,35.89,"[[127.14874546, 35.88534224, '한사월마을', 306101540], [127.14895151, 35.88556311, '한사월마을', 306101542], [127.14988079, 35.89159646, '용두사', 312101585], [127.15001596, 35.89168873, '용두사', 312101587], [127.15179911, 35.88824877, '운교', 312032247]]",5,(한사월마을-306101540)-4대(용두사-312101587)-1대(운교-312032247)-1대,6
127.14,35.89,"[[127.1424505, 35.89488999, '신중마을', 306101609]]",1,(신중마을-306101609)-4대,4
127.15,35.82,"[[127.14507178, 35.81819855, '충경로 객사', 305100649], [127.14542022, 35.81798392, '충경로 객사', 305100648], [127.14596591, 35.82067316, '북문', 305100694], [127.14597309, 35.81548195, '전라감영.완산경찰서', 305100619], [127.14605365, 35.8209676, '전북은행경원지점', 305100701], [127.14640711, 35.8199967, 'CTS전북방송', 305100683], [127.14647881, 35.81950149, '외환은행', 305100675], [127.14684003, 35.81917719, '흥국화재', 305100666], [127.14699101, 35.81594824, '전라감영.완산경찰서', 305100628], [127.14730145, 35.81708281, '팔달로 예술회관', 305100645], [127.14748975, 35.81706612, '팔달로 예술회관', 305100643], [127.14790878, 35.81872473, '충경로KT전주지사', 305100657], [127.14844268, 35.82471365, '전주시청.노송동시외버스정류소', 306100761], [127.14967928, 35.82307474, '전주시청.노송동시외버스정류소', 306100731], [127.15058311, 35.81983521, '동부시장', 305100681], [127.15085875, 35.81964957, '동부시장', 305100677], [127.15214193, 35.82102609, '기린대로 병무청', 305100703], [127.15240164, 35.82134554, '기린대로 병무청', 305100704], [127.1525654, 35.8242705, '전주고등학교', 305100748], [127.15292865, 35.82425445, '전주고등학교', 305100747], [127.1544723, 35.8155723, '오목대.한옥마을', 305100616], [127.15447909, 35.8232333, '전주제일고 입구', 305100733], [127.15488388, 35.8162542, '오목대.한옥마을', 305100634]]",23,(충경로 객사-305100649)-22대(충경로 객사-305100648)-22대(외환은행-305100675)-26대(흥국화재-305100666)-24대(전라감영.완산경찰서-305100628)-17대(팔달로 예술회관-305100645)-40대(팔달로 예술회관-305100643)-32대(전주시청.노송동시외버스정류소-306100761)-20대(동부시장-305100681)-2대(동부시장-305100677)-7대(기린대로 병무청-305100703)-3대(기린대로 병무청-305100704)-2대,217
127.15,35.81,"[[127.14575373, 35.8113473, '매곡교.시립도서관', 305100559], [127.14712199, 35.81349842, '풍남문', 305100589], [127.14743749, 35.81106397, '전주시립완산도서관', 305100555], [127.14816867, 35.81459568, '전동성당.한옥마을', 305100601], [127.14835688, 35.81462071, '전동성당.한옥마을', 305100602], [127.1488857, 35.81273721, '남부시장', 305100573], [127.14952214, 35.80600343, '공수내다리', 305100511], [127.14953021, 35.80524638, '공수내다리', 305100497], [127.1495396, 35.8080187, '서학동예술마을', 305032533], [127.14973099, 35.81132263, '남부시장', 305100558], [127.1498173, 35.8078031, '서학동예술마을', 305032532], [127.15111451, 35.80529839, '흑석골입구', 312032244], [127.1512547, 35.810165, '전주천.서학예술마을', 305032505], [127.1513001, 35.8099217, '전주천.서학예술마을', 305032372], [127.15251646, 35.80588599, '거산황궁아파트', 305102022], [127.1532378, 35.808757, '교육대학교', 305032460], [127.15334569, 35.80901653, '교육대학교', 305102019], [127.1537176, 35.8065891, '동서학거산황궁아파트', 305032461], [127.15377155, 35.80678798, '동서학거산황궁아파트', 305102021], [127.15401613, 35.81048588, '교육대학교', 305102014], [127.15403064, 35.81016151, '교육대학교전주천서로', 305032304], [127.15417537, 35.80943558, '서학로교육대학교', 305100546]]",22,(매곡교.시립도서관-305100559)-35대(풍남문-305100589)-24대(전동성당.한옥마을-305100601)-78대(남부시장-305100558)-62대(동서학거산황궁아파트-305102021)-1대,200
127.16,35.81,"[[127.1564333, 35.80516956, '남고사', 305100496], [127.15651334, 35.8135075, '한벽루자만벽화마을', 305100585], [127.15656379, 35.80508917, '남고사', 305100495], [127.15712386, 35.81372132, '한벽루 자만벽화마을', 305100590], [127.15718728, 35.81075971, '국립무형유산원', 305102012], [127.1578615, 35.8066136, '남고사아파트입구', 305032531], [127.15791314, 35.80751107, '남고사입구', 305100018], [127.1579338, 35.8065327, '남고사아파트입구', 305032530], [127.15795883, 35.80737619, '남고사입구', 305102023], [127.1581505, 35.8091633, '국립무형유산원', 305100543], [127.15871713, 35.81064505, '국립무형유산원', 305032305], [127.1614387, 35.80870671, '좁은목', 305100017], [127.16164626, 35.80896053, '좁은목', 305100534], [127.16223517, 35.80965565, '승암마을', 305320355], [127.1624255, 35.8083126, '승암마을', 305032464], [127.16275921, 35.80581119, '풍남정', 305100506], [127.16314232, 35.81418114, '낙수정', 305100596], [127.16328644, 35.81430964, '낙수정', 305100597], [127.1635346, 35.8088341, '승암교', 305032634], [127.1636342, 35.8088344, '승암교', 305032635], [127.1642594, 35.806253, '치명자산', 305032633], [127.1643478, 35.8062938, '치명자산', 305032632]]",22,(한벽루자만벽화마을-305100585)-4대(남고사-305100495)-1대(국립무형유산원-305102012)-3대(남고사입구-305100018)-2대(좁은목-305100534)-6대(승암마을-305320355)-2대(승암마을-305032464)-1대(승암교-305032634)-1대,20
127.18,35.79,"[[127.1781448, 35.7949504, '대성경로당', 305032616], [127.1782332, 35.7949777, '대성경로당', 305032615], [127.1786263, 35.7888747, '고덕마을', 305032639], [127.178698, 35.7889245, '고덕마을', 305032638]]",4,(대성경로당-305032616)-3대,3
