전월세구분,dong,도로명,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,loc,x,y,번지,번지.1,번지.1.1,번지.1.1.1,번지
월세,중화산동2가,선너머2길,40.82,202023.33333333328,13.666666666666664,1666.666666666667,27.16666666666667,2017.4,전북 전주시 중화산동2가 선너머2길,127.128790475,35.81309377,6,6,6,6,6
월세,중화산동2가,선너머3길,44.714285714285715,202034.1428571429,14.285714285714285,2242.8571428571427,35.42857142857143,2016.857142857143,전북 전주시 중화산동2가 선너머3길,127.130157349,35.814451384,7,7,7,7,7
월세,중화산동2가,선너머로,39.97142857142858,202048.2857142857,18.714285714285715,2328.5714285714284,24.0,2011.428571428572,전북 전주시 중화산동2가 선너머로,127.126442375,35.816446776999996,7,7,7,7,7
월세,중화산동2가,신촌1길,40.785,202055.25,15.0,4375.0,29.5,2018.0,전북 전주시 중화산동2가 신촌1길,127.11702877399999,35.81373102,4,4,4,4,4
월세,중화산동2가,신촌2길,57.46666666666667,202007.33333333328,14.666666666666664,4333.333333333333,36.66666666666666,2005.5,전북 전주시 중화산동2가 신촌2길,127.117997761,35.813972037,3,3,3,3,3
월세,중화산동2가,신촌4길,60.025,202008.5,12.0,1650.0,35.5,2002.25,전북 전주시 중화산동2가 신촌4길,127.117173244,35.817951585,4,4,4,4,4
월세,중화산동2가,어은로,26.34,202008.0,17.5,150.0,13.5,2009.5,전북 전주시 중화산동2가 어은로,127.12429389200001,35.816702821,2,2,2,2,2
월세,중화산동2가,영경3길,45.6,202056.0,14.0,200.0,24.0,2003.0,전북 전주시 중화산동2가 영경3길,127.1247591,35.817529345,2,2,2,2,2
월세,중화산동2가,영선로,48.275,202031.75,20.25,4325.0,37.25,2014.75,전북 전주시 중화산동2가 영선로,127.123814885,35.823028349,4,4,4,4,4
월세,중화산동2가,인정1길,70.45375,202020.75,13.5,5437.5,26.75,2015.875,전북 전주시 중화산동2가 인정1길,127.121202605,35.819455699,8,8,8,8,8
월세,중화산동2가,인정2길,26.513333333333332,202008.66666666663,19.0,4100.0,17.666666666666668,2019.0,전북 전주시 중화산동2가 인정2길,127.11913617399999,35.819955696,3,3,3,3,3
월세,중화산동2가,인정3길,49.77777777777778,202049.66666666663,17.11111111111111,1133.3333333333333,41.111111111111114,2010.555555555556,전북 전주시 중화산동2가 인정3길,127.12006496299999,35.82043116,9,9,9,9,9
월세,중화산동2가,인정4길,46.0,202063.6,8.8,1200.0,45.0,2017.0,전북 전주시 중화산동2가 인정4길,127.11913617399999,35.819955696,5,5,5,5,5
월세,중화산동2가,인정로,21.47,202102.0,26.5,800.0,31.5,2001.0,전북 전주시 중화산동2가 인정로,127.120349144,35.820009556,2,2,2,2,2
월세,중화산동2가,중산10길,64.04,202010.0,20.0,4000.0,10.0,1998.0,전북 전주시 중화산동2가 중산10길,127.121189609,35.8186064,1,1,1,1,1
월세,중화산동2가,중산1길,50.90333333333334,202018.5555555556,15.444444444444445,4255.555555555556,20.444444444444443,2007.4444444444448,전북 전주시 중화산동2가 중산1길,127.120230714,35.814340898000005,9,9,9,9,9
월세,중화산동2가,중산2길,34.25,202031.5,20.25,550.0,27.0,2010.5,전북 전주시 중화산동2가 중산2길,127.12138948399999,35.814368996999995,4,4,4,4,4
월세,중화산동2가,중산3길,48.99500000000001,202014.6428571429,14.0,2264.285714285714,34.92857142857143,2011.7857142857144,전북 전주시 중화산동2가 중산3길,127.120208847,35.815634308,14,14,14,14,14
월세,중화산동2가,중산4길,45.0,202011.5,10.5,350.0,42.5,2015.0,전북 전주시 중화산동2가 중산4길,127.11924378200001,35.816156519,2,2,2,2,2
월세,중화산동2가,중산5길,46.88,202050.27272727274,20.818181818181817,3272.7272727272725,24.90909090909091,2012.0,전북 전주시 중화산동2가 중산5길,127.121274205,35.815974892,11,11,11,11,11
월세,중화산동2가,중산6길,40.26285714285714,202035.2857142857,18.571428571428573,2392.857142857143,24.142857142857146,2012.0,전북 전주시 중화산동2가 중산6길,127.120453595,35.816995124,7,7,7,7,7
월세,중화산동2가,중산7길,51.51,202035.57142857145,17.428571428571427,5857.142857142857,22.285714285714285,2015.142857142857,전북 전주시 중화산동2가 중산7길,127.118909336,35.817896728,7,7,7,7,7
월세,중화산동2가,중산8길,33.60222222222222,202017.77777777766,13.0,1438.888888888889,20.88888888888889,2007.25,전북 전주시 중화산동2가 중산8길,127.121355978,35.817899089,9,9,9,9,9
월세,중화산동2가,중산9길,52.13833333333333,202023.16666666663,15.0,4016.666666666666,27.83333333333333,2010.833333333333,전북 전주시 중화산동2가 중산9길,127.11929415600001,35.818749323,6,6,6,6,6
월세,중화산동2가,중산로,55.02363636363636,202043.27272727274,20.454545454545453,3602.0,31.90909090909091,2015.909090909091,전북 전주시 중화산동2가 중산로,127.12051904799999,35.814915724,11,11,11,11,11
월세,중화산동2가,중산중앙로,58.9525,202031.0,14.25,1775.0,24.75,2007.5,전북 전주시 중화산동2가 중산중앙로,127.119454484,35.816206571,4,4,4,4,4
월세,중화산동2가,중화산로,68.34571428571428,202048.1428571429,12.571428571428573,2642.857142857143,30.142857142857146,2009.2857142857144,전북 전주시 중화산동2가 중화산로,127.118324662,35.81927427,7,7,7,7,7
월세,중화산동2가,한두평2길,51.59,202010.0,8.5,350.0,32.0,2005.0,전북 전주시 중화산동2가 한두평2길,127.124052715,35.813451193,4,4,4,4,4
월세,중화산동2가,한두평3길,60.0,202010.33333333328,14.666666666666664,6000.0,26.33333333333333,2018.0,전북 전주시 중화산동2가 한두평3길,127.12412883200001,35.81468165,3,3,3,3,3
월세,중화산동2가,화산천변2길,40.0,202008.0,11.0,4000.0,10.0,2010.0,전북 전주시 중화산동2가 화산천변2길,127.117333735,35.819556029,1,1,1,1,1
월세,중화산동2가,화산천변3길,73.38000000000002,202024.0,14.833333333333336,5083.333333333333,26.66666666666667,2011.5,전북 전주시 중화산동2가 화산천변3길,127.115224121,35.820590322,6,6,6,6,6
월세,중화산동2가,화산천변4길,74.1625,202057.0,16.75,5300.0,20.75,2009.5,전북 전주시 중화산동2가 화산천변4길,127.117542754,35.820232696,4,4,4,4,4
월세,중화산동2가,화산천변6길,116.28,202102.0,6.0,8000.0,15.0,2003.0,전북 전주시 중화산동2가 화산천변6길,127.11518256299999,35.821487077,1,1,1,1,1
월세,중화산동2가,효자로,50.0,202005.0,29.0,7000.0,10.0,1997.0,전북 전주시 중화산동2가 효자로,127.113812119,35.818632572,1,1,1,1,1
월세,태평동,공북3길,61.45,202054.0,29.0,1750.0,37.5,2000.5,전북 전주시 태평동 공북3길,127.139790096,35.8264859,2,2,2,2,2
월세,태평동,공북로,48.24,202009.0,10.0,1000.0,20.0,1979.0,전북 전주시 태평동 공북로,127.13331745,35.8249031,1,1,1,1,1
월세,태평동,대동로,138.51,202005.0,4.0,3000.0,15.0,1977.0,전북 전주시 태평동 대동로,127.135883133,35.821329596999995,1,1,1,1,1
월세,태평동,물레방아1길,35.0,202102.0,16.0,1500.0,30.0,,전북 전주시 태평동 물레방아1길,127.13693748600001,35.822699488000005,1,1,1,1,1
월세,태평동,물레방아3길,86.19,202011.0,13.0,1000.0,70.0,,전북 전주시 태평동 물레방아3길,127.135149185,35.823207713,1,1,1,1,1
월세,평화동1가,꽃밭정1길,67.56,202009.0,19.0,2000.0,35.0,1994.0,전북 전주시 평화동1가 꽃밭정1길,127.134999077,35.797801288,1,1,1,1,1
월세,평화동1가,꽃밭정2길,89.0,202009.0,2.0,1000.0,35.0,1994.0,전북 전주시 평화동1가 꽃밭정2길,127.134080542,35.796711421,1,1,1,1,1
월세,평화동1가,꽃밭정4길,74.67,202006.0,9.0,4000.0,10.0,1991.0,전북 전주시 평화동1가 꽃밭정4길,127.134999077,35.797801288,1,1,1,1,1
월세,평화동1가,꽃밭정로,66.0,202012.0,6.0,500.0,25.0,,전북 전주시 평화동1가 꽃밭정로,127.13414095899999,35.796590858,1,1,1,1,1
월세,평화동1가,덕적골1길,66.12,202011.0,1.0,8000.0,10.0,2013.0,전북 전주시 평화동1가 덕적골1길,127.1383138,35.796794122,1,1,1,1,1
월세,평화동1가,덕적골3길,54.8375,202034.5,11.75,7875.0,12.25,2018.0,전북 전주시 평화동1가 덕적골3길,127.144716325,35.799054584000004,4,4,4,4,4
월세,평화동1가,맏내3길,86.31,202007.5,14.5,1600.0,22.5,2010.0,전북 전주시 평화동1가 맏내3길,127.13110007799999,35.792999501,2,2,2,2,2
월세,평화동1가,맏내4길,29.0,202055.5,17.0,300.0,32.0,2016.0,전북 전주시 평화동1가 맏내4길,127.131055476,35.79389320000001,2,2,2,2,2
월세,평화동1가,장승배기1길,36.485,202008.0,11.0,2250.0,24.5,2011.0,전북 전주시 평화동1가 장승배기1길,127.139600753,35.798872755,2,2,2,2,2
월세,평화동1가,장승배기3길,45.33333333333334,202039.66666666663,18.0,766.6666666666665,30.66666666666667,1995.0,전북 전주시 평화동1가 장승배기3길,127.14244047700001,35.799963256999995,3,3,3,3,3
월세,평화동1가,평화14길,50.01875,202054.5,15.125,2862.5,30.625,2008.2857142857144,전북 전주시 평화동1가 평화14길,127.134999077,35.797801288,8,8,8,8,8
월세,평화동1가,평화16길,74.97,202006.0,14.0,500.0,35.0,1999.0,전북 전주시 평화동1가 평화16길,127.137364801,35.792463864,1,1,1,1,1
월세,평화동1가,평화17길,31.0,202101.66666666663,14.0,1833.333333333333,22.66666666666667,2017.666666666667,전북 전주시 평화동1가 평화17길,127.13730731700001,35.793713505999996,3,3,3,3,3
월세,평화동1가,평화18길,34.83,202027.3,17.4,1440.0,26.2,2013.9,전북 전주시 평화동1가 평화18길,127.133081428,35.794213403,10,10,10,10,10
월세,평화동1가,평화19길,45.5675,202020.125,15.875,1587.5,28.875,2013.7142857142856,전북 전주시 평화동1가 평화19길,127.137263901,35.794884402,8,8,8,8,8
월세,평화동1가,평화로,36.933333333333344,202040.33333333328,14.666666666666664,448.33333333333326,24.66666666666667,2012.666666666667,전북 전주시 평화동1가 평화로,127.13598940700001,35.790466461,3,3,3,3,3
월세,평화동2가,맏내1길,83.24,202011.0,5.0,3000.0,45.0,,전북 전주시 평화동2가 맏내1길,127.12969406100001,35.790916005,1,1,1,1,1
월세,평화동2가,맏내2길,40.0,202057.5,23.5,400.0,29.5,2011.0,전북 전주시 평화동2가 맏내2길,127.13078925200001,35.791864169,2,2,2,2,2
월세,평화동2가,맏내로,50.1275,202031.375,15.875,912.5,33.125,2011.25,전북 전주시 평화동2가 맏내로,127.12856189899999,35.789389015,8,8,8,8,8
월세,평화동2가,모악로,74.77666666666666,202072.0,7.666666666666668,500.0,38.333333333333336,2016.0,전북 전주시 평화동2가 모악로,127.128213176,35.784199598,3,3,3,3,3
월세,평화동2가,양지2길,79.63499999999998,202009.0,18.0,6000.0,35.0,2016.0,전북 전주시 평화동2가 양지2길,127.12090512399999,35.792185597,2,2,2,2,2
월세,평화동2가,장승배기로,49.89333333333334,202040.0,22.33333333333333,2043.333333333333,18.33333333333333,2012.0,전북 전주시 평화동2가 장승배기로,127.124244262,35.793252312,3,3,3,3,3
월세,평화동2가,평화11길,61.21555555555556,202007.0,13.0,1866.666666666667,22.0,2007.111111111111,전북 전주시 평화동2가 평화11길,127.136378229,35.78956258,9,9,9,9,9
월세,평화동2가,평화13길,64.77,202047.8571428572,17.0,1900.0,30.0,2012.142857142857,전북 전주시 평화동2가 평화13길,127.136675557,35.790476661,7,7,7,7,7
월세,평화동2가,평화14길,40.03333333333333,202007.66666666663,18.666666666666668,1000.0,32.666666666666664,2013.666666666667,전북 전주시 평화동2가 평화14길,127.134882106,35.791961393,3,3,3,3,3
월세,평화동2가,평화15길,69.672,202007.0,19.2,2440.0,31.0,2010.6,전북 전주시 평화동2가 평화15길,127.13701829200001,35.791556676,5,5,5,5,5
월세,평화동2가,평화3길,72.52,202047.0,14.8,1180.0,28.4,2011.2,전북 전주시 평화동2가 평화3길,127.132222802,35.782981658000004,5,5,5,5,5
월세,평화동2가,평화4길,48.36272727272728,202050.36363636365,15.181818181818182,1281.8181818181818,30.90909090909091,2015.1818181818185,전북 전주시 평화동2가 평화4길,127.134151663,35.78261537,11,11,11,11,11
월세,평화동2가,평화6길,33.9,202102.0,8.0,200.0,32.0,2018.0,전북 전주시 평화동2가 평화6길,127.133015195,35.788230685,1,1,1,1,1
월세,평화동2가,평화7길,28.42,202045.2,17.8,720.0,31.0,2018.8,전북 전주시 평화동2가 평화7길,127.136338166,35.787978888000005,5,5,5,5,5
월세,평화동2가,평화8길,45.97,202030.0,11.75,938.25,26.0,2016.75,전북 전주시 평화동2가 평화8길,127.13441617,35.789117508000004,4,4,4,4,4
월세,평화동2가,평화로,118.53,202101.0,4.0,1500.0,70.0,2002.0,전북 전주시 평화동2가 평화로,127.13465114899999,35.786272238,1,1,1,1,1
월세,평화동3가,구이로,100.8,202004.0,27.0,3000.0,20.0,1973.0,전북 전주시 평화동3가 구이로,127.12714728700001,35.774238036,1,1,1,1,1
월세,평화동3가,난전들로,26.44,202004.0,3.0,100.0,20.0,2001.0,전북 전주시 평화동3가 난전들로,127.12773993299999,35.777991762,1,1,1,1,1
월세,풍남동1가,경기전길,54.565,202054.0,23.0,650.0,40.5,2011.0,전북 전주시 풍남동1가 경기전길,127.15048637299999,35.818245306,2,2,2,2,2
월세,풍남동3가,최명희길,93.15,202102.0,7.0,3000.0,150.0,2015.0,전북 전주시 풍남동3가 최명희길,127.15341756,35.816403086,1,1,1,1,1
월세,효자동1가,거마평로,32.885,202007.7,16.5,1440.0,33.7,2016.0,전북 전주시 효자동1가 거마평로,127.116497404,35.801535457,10,10,10,10,10
월세,효자동1가,따박골6길,60.0,202007.0,8.0,2000.0,45.0,2017.0,전북 전주시 효자동1가 따박골6길,127.12978510200001,35.807690500999996,1,1,1,1,1
월세,효자동1가,밤나무1길,54.41,202032.0,16.75,575.0,38.0,2002.75,전북 전주시 효자동1가 밤나무1길,127.116662011,35.809534428,4,4,4,4,4
월세,효자동1가,밤나무2길,58.79333333333333,202040.5555555556,16.88888888888889,1666.666666666667,23.33333333333333,1991.125,전북 전주시 효자동1가 밤나무2길,127.118248723,35.809650790999996,9,9,9,9,9
월세,효자동1가,성지산1길,65.02,202005.66666666663,14.0,233.3333333333333,31.0,1987.0,전북 전주시 효자동1가 성지산1길,127.123048078,35.803699823,3,3,3,3,3
월세,효자동1가,성지산2길,96.41,202008.0,31.0,2000.0,20.0,1991.0,전북 전주시 효자동1가 성지산2길,127.122702411,35.804594926,1,1,1,1,1
월세,효자동1가,성지산3길,135.99,202012.0,28.0,1000.0,40.0,1987.0,전북 전주시 효자동1가 성지산3길,127.122553188,35.805510988,1,1,1,1,1
월세,효자동1가,성지산로,86.68,202053.0,27.5,4000.0,15.0,1987.5,전북 전주시 효자동1가 성지산로,127.12348810799999,35.802102986,2,2,2,2,2
월세,효자동1가,송정로,53.97666666666667,202006.0,13.0,833.3333333333335,31.66666666666667,1990.0,전북 전주시 효자동1가 송정로,127.116979055,35.802454489,3,3,3,3,3
월세,효자동1가,송정중앙로,69.99,202103.0,18.0,1000.0,40.0,1988.0,전북 전주시 효자동1가 송정중앙로,127.12072227700001,35.802431673,1,1,1,1,1
월세,효자동1가,신봉1길,78.34714285714286,202009.1428571429,21.0,1642.857142857143,29.142857142857146,1991.428571428572,전북 전주시 효자동1가 신봉1길,127.11759179299999,35.812105074,7,7,7,7,7
월세,효자동1가,신봉3길,73.47333333333333,202040.33333333328,19.33333333333333,1333.3333333333333,40.0,1990.0,전북 전주시 효자동1가 신봉3길,127.11759179299999,35.812105074,3,3,3,3,3
월세,효자동1가,신봉4길,58.2,202009.0,17.0,1500.0,20.0,1991.0,전북 전주시 효자동1가 신봉4길,127.11919528899999,35.811913693,1,1,1,1,1
월세,효자동1가,신봉5길,74.238,202026.2,12.8,710.0,32.2,1990.4,전북 전주시 효자동1가 신봉5길,127.11539965,35.811376204,5,5,5,5,5
월세,효자동1가,신봉로,70.7,202010.5,14.5,500.0,37.5,1991.0,전북 전주시 효자동1가 신봉로,127.115665649,35.809929778000004,2,2,2,2,2
월세,효자동1가,안행5길,40.0,202102.0,26.5,300.0,39.5,2018.0,전북 전주시 효자동1가 안행5길,127.12998701299999,35.805874257,2,2,2,2,2
월세,효자동1가,안행7길,84.0,202005.0,18.0,9000.0,30.0,2014.0,전북 전주시 효자동1가 안행7길,127.13397480299999,35.802718911,1,1,1,1,1
월세,효자동1가,안행9길,67.72999999999999,202053.5,23.0,3250.0,31.0,2004.5,전북 전주시 효자동1가 안행9길,127.13424799100001,35.803393340999996,2,2,2,2,2
월세,효자동1가,오두정1길,24.285,202101.0,29.5,750.0,47.5,2021.0,전북 전주시 효자동1가 오두정1길,127.119561281,35.806947655,2,2,2,2,2
월세,효자동1가,오두정2길,25.0,202005.0,8.0,500.0,25.0,2019.0,전북 전주시 효자동1가 오두정2길,127.11884243799999,35.808217179,1,1,1,1,1
월세,효자동1가,외칠봉1길,52.51,202008.0,13.0,4000.0,8.0,,전북 전주시 효자동1가 외칠봉1길,127.13670266,35.802956271,1,1,1,1,1
월세,효자동1가,용리로,41.295,202010.0,11.5,350.0,34.5,2006.0,전북 전주시 효자동1가 용리로,127.114205699,35.798830111,2,2,2,2,2
월세,효자동1가,용머리로,39.43909090909091,202051.18181818182,15.545454545454545,1554.5454545454545,31.63636363636364,2013.6363636363642,전북 전주시 효자동1가 용머리로,127.128261815,35.806144671,11,11,11,11,11
월세,효자동1가,중화산로,109.47,202011.0,20.0,8000.0,20.0,1992.0,전북 전주시 효자동1가 중화산로,127.118453369,35.811191122,1,1,1,1,1
월세,효자동1가,효동1길,19.8,202004.0,1.0,0.0,20.0,1979.0,전북 전주시 효자동1가 효동1길,127.124525888,35.804958668000005,1,1,1,1,1
월세,효자동1가,효동3길,41.06,202057.0,9.0,6000.0,5.0,2016.0,전북 전주시 효자동1가 효동3길,127.12867977,35.805531334,2,2,2,2,2
월세,효자동1가,효자천변1길,32.364285714285714,202033.2857142857,14.142857142857142,971.4285714285713,26.857142857142854,2007.2857142857144,전북 전주시 효자동1가 효자천변1길,127.11424632299999,35.80063619,7,7,7,7,7
월세,효자동2가,강변로,37.5,202053.0,19.0,1650.0,25.0,2014.0,전북 전주시 효자동2가 강변로,127.11161548,35.808843685,2,2,2,2,2
월세,효자동2가,구룡1길,46.646315789473704,202034.7368421052,14.105263157894735,2852.631578947369,28.342105263157894,2011.6764705882354,전북 전주시 효자동2가 구룡1길,127.102963699,35.812026721,38,38,38,38,38
월세,효자동2가,구룡2길,47.06181818181819,202033.68181818182,17.454545454545453,1909.090909090909,33.27272727272727,2009.9,전북 전주시 효자동2가 구룡2길,127.102957138,35.813144306999995,22,22,22,22,22
월세,효자동2가,바우배기2길,20.0,202103.0,26.0,300.0,30.0,2016.0,전북 전주시 효자동2가 바우배기2길,127.10277424799999,35.817164766,1,1,1,1,1
월세,효자동2가,범안1길,57.585714285714296,202006.8571428572,14.285714285714285,2585.714285714286,38.57142857142857,2011.333333333333,전북 전주시 효자동2가 범안1길,127.108427205,35.812723105,7,7,7,7,7
월세,효자동2가,범안2길,43.92884615384615,202043.8076923077,16.5,1950.0,33.30769230769231,2010.48,전북 전주시 효자동2가 범안2길,127.10803162,35.813323819000004,26,26,26,26,26
월세,효자동2가,범안3길,44.10166666666667,202034.38888888888,18.055555555555557,1394.4444444444446,33.55555555555556,2010.1764705882354,전북 전주시 효자동2가 범안3길,127.106806292,35.812121429,18,18,18,18,18
월세,효자동2가,봉곡1길,48.366428571428564,202033.92857142846,16.642857142857142,2064.285714285714,35.0,2010.2857142857144,전북 전주시 효자동2가 봉곡1길,127.098237959,35.813013868,14,14,14,14,14
월세,효자동2가,봉곡3길,44.60103448275861,202043.72413793104,15.344827586206891,1841.379310344828,32.827586206896555,2010.928571428572,전북 전주시 효자동2가 봉곡3길,127.09905218,35.812305985,29,29,29,29,29
월세,효자동2가,봉곡로,81.81,202032.75,18.75,8250.0,27.0,2010.666666666667,전북 전주시 효자동2가 봉곡로,127.09487155,35.811682336,4,4,4,4,4
월세,효자동2가,소태정5길,84.535,202079.0,10.25,5575.0,32.5,2015.333333333333,전북 전주시 효자동2가 소태정5길,127.099211786,35.804319456,4,4,4,4,4
월세,효자동2가,쑥고개로,83.52,202006.0,5.0,1000.0,65.0,2017.0,전북 전주시 효자동2가 쑥고개로,127.09036631200001,35.796530691,1,1,1,1,1
월세,효자동2가,우전1길,72.35333333333334,202022.66666666663,11.5,6416.666666666668,38.333333333333336,2013.0,전북 전주시 효자동2가 우전1길,127.106116884,35.807021964,6,6,6,6,6
월세,효자동2가,우전2길,73.22833333333334,202028.4444444445,16.166666666666668,7111.1111111111095,47.611111111111114,2019.0625,전북 전주시 효자동2가 우전2길,127.108040389,35.805223597,18,18,18,18,18
월세,효자동2가,후곡길,71.816,202036.2,18.6,5700.0,30.1,2010.666666666667,전북 전주시 효자동2가 후곡길,127.09599131700001,35.809613981999995,10,10,10,10,10
월세,효자동3가,농소1길,32.86666666666667,202072.0,16.666666666666668,366.66666666666674,41.0,2015.0,전북 전주시 효자동3가 농소1길,127.09685634799999,35.81394698,3,3,3,3,3
월세,효자동3가,농소2길,45.06363636363636,202050.27272727274,10.727272727272727,1090.909090909091,42.72727272727273,2011.818181818181,전북 전주시 효자동3가 농소2길,127.097210083,35.814147086999995,11,11,11,11,11
월세,효자동3가,농소4길,43.39384615384616,202029.6923076923,22.69230769230769,2700.0,30.07692307692308,2012.0769230769226,전북 전주시 효자동3가 농소4길,127.097849649,35.815038738,13,13,13,13,13
월세,효자동3가,마전들로,63.94230769230769,202037.15384615387,16.153846153846153,3792.307692307693,39.46153846153846,2012.4545454545453,전북 전주시 효자동3가 마전들로,127.096152619,35.821300798,13,13,13,13,13
월세,효자동3가,만지길,16.56,202008.0,19.0,50.0,8.0,,전북 전주시 효자동3가 만지길,127.089961929,35.820957154,1,1,1,1,1
월세,효자동3가,문학대1길,57.99583333333334,202047.58333333328,18.25,4808.333333333333,29.75,2012.7,전북 전주시 효자동3가 문학대1길,127.10090296700001,35.825434838,12,12,12,12,12
월세,효자동3가,문학대2길,53.57714285714286,202044.9642857143,14.642857142857142,3414.285714285714,32.035714285714285,2010.428571428572,전북 전주시 효자동3가 문학대2길,127.102990132,35.825472672,28,28,28,28,28
월세,효자동3가,문학대3길,78.28428571428572,202035.2857142857,16.571428571428573,5114.285714285715,37.142857142857146,2010.7142857142856,전북 전주시 효자동3가 문학대3길,127.10169691799999,35.826663151,7,7,7,7,7
월세,효자동3가,문학대4길,54.71888888888889,202033.11111111112,16.296296296296298,3785.1851851851848,36.111111111111114,2010.5769230769226,전북 전주시 효자동3가 문학대4길,127.102078178,35.826900691999995,27,27,27,27,27
월세,효자동3가,문학대5길,62.87727272727273,202025.72727272726,16.0,3663.636363636364,36.72727272727273,2010.1818181818185,전북 전주시 효자동3가 문학대5길,127.10299838600001,35.827116218,11,11,11,11,11
월세,효자동3가,문학대6길,55.6115,202055.05,13.05,2320.0,37.15,2010.4,전북 전주시 효자동3가 문학대6길,127.10206982700001,35.828538848,20,20,20,20,20
월세,효자동3가,문학로,67.05875,202041.75,8.5,1200.0,36.375,2010.142857142857,전북 전주시 효자동3가 문학로,127.10208344,35.825951609,8,8,8,8,8
월세,효자동3가,배학1길,46.8575,202031.08333333328,16.75,3525.0,31.16666666666667,2011.7272727272727,전북 전주시 효자동3가 배학1길,127.096854421,35.818654285,12,12,12,12,12
월세,효자동3가,배학2길,42.51795454545454,202040.5,18.25,2071.590909090909,33.61363636363637,2012.186046511628,전북 전주시 효자동3가 배학2길,127.098060394,35.818861174,44,44,44,44,44
월세,효자동3가,배학3길,45.25444444444444,202039.77777777766,11.333333333333336,1761.111111111111,40.0,2013.125,전북 전주시 효자동3가 배학3길,127.09682852899999,35.819778544,9,9,9,9,9
월세,효자동3가,배학4길,46.2108,202034.56,15.76,2884.0,31.84,2013.1304347826087,전북 전주시 효자동3가 배학4길,127.097202452,35.81997303,25,25,25,25,25
월세,효자동3가,배학5길,42.0,202053.5,13.5,500.0,44.0,2015.5,전북 전주시 효자동3가 배학5길,127.095618352,35.820610305,2,2,2,2,2
월세,효자동3가,배학6길,62.4,202007.2,17.2,5000.0,36.8,2013.4,전북 전주시 효자동3가 배학6길,127.097787296,35.820633692,5,5,5,5,5
월세,효자동3가,백마산길,29.4,202101.5,17.75,2450.0,22.5,2003.666666666667,전북 전주시 효자동3가 백마산길,127.09291113799999,35.817767163,4,4,4,4,4
월세,효자동3가,봉곡1길,56.07,202043.75,15.125,3712.5,31.375,2010.875,전북 전주시 효자동3가 봉곡1길,127.097172738,35.813343278000005,8,8,8,8,8
월세,효자동3가,봉곡2길,52.26500000000001,202039.16666666663,15.666666666666664,5216.666666666667,22.33333333333333,2010.6,전북 전주시 효자동3가 봉곡2길,127.095795726,35.813134436,6,6,6,6,6
월세,효자동3가,봉곡3길,77.155,202007.83333333328,20.33333333333333,4200.0,40.5,2011.666666666667,전북 전주시 효자동3가 봉곡3길,127.097205594,35.812185433,6,6,6,6,6
월세,효자동3가,봉곡4길,42.69,202078.125,18.0,1725.0,32.875,2010.857142857143,전북 전주시 효자동3가 봉곡4길,127.095992976,35.812168246999995,8,8,8,8,8
월세,효자동3가,봉곡로,68.075,202078.25,17.75,10750.0,20.0,2013.5,전북 전주시 효자동3가 봉곡로,127.09500366200001,35.811948670999996,4,4,4,4,4
월세,효자동3가,서곡1길,65.91379310344827,202043.6551724138,15.413793103448276,2878.827586206897,27.6896551724138,2007.6538461538464,전북 전주시 효자동3가 서곡1길,127.10010977700001,35.834278762,29,29,29,29,29
월세,효자동3가,서곡2길,56.5225,202030.8125,18.15625,3703.125,26.53125,2009.0,전북 전주시 효자동3가 서곡2길,127.101858639,35.835231059,32,32,32,32,32
월세,효자동3가,서곡3길,67.24461538461539,202029.53846153847,16.923076923076927,3284.615384615385,32.53846153846154,2008.833333333333,전북 전주시 효자동3가 서곡3길,127.100718466,35.836078648000004,13,13,13,13,13
월세,효자동3가,서곡4길,60.01,202024.5,21.0,3083.333333333333,38.5,2012.2,전북 전주시 효자동3가 서곡4길,127.10261617200001,35.835154644,6,6,6,6,6
월세,효자동3가,서곡5길,62.19125,202043.5,15.5,7812.5,20.625,2014.0,전북 전주시 효자동3가 서곡5길,127.101535975,35.837212646,8,8,8,8,8
월세,효자동3가,서곡6길,52.07,202008.42857142846,11.0,3928.571428571429,22.142857142857146,2008.0,전북 전주시 효자동3가 서곡6길,127.103227492,35.836241592,7,7,7,7,7
월세,효자동3가,서곡7길,45.29666666666666,202040.33333333328,11.666666666666664,2333.333333333333,26.66666666666667,2009.0,전북 전주시 효자동3가 서곡7길,127.10255155600001,35.83225750000001,3,3,3,3,3
월세,효자동3가,서곡로,72.77666666666667,202022.33333333328,14.166666666666664,1500.0,42.833333333333336,2012.166666666667,전북 전주시 효자동3가 서곡로,127.103209115,35.837000436,6,6,6,6,6
월세,효자동3가,서원로,42.333333333333336,202038.33333333328,20.33333333333333,2166.6666666666665,20.0,2014.0,전북 전주시 효자동3가 서원로,127.109287685,35.814185298000005,3,3,3,3,3
월세,효자동3가,세내로,77.28999999999998,202046.6,20.8,4200.0,33.0,2010.75,전북 전주시 효자동3가 세내로,127.098679449,35.834582681,5,5,5,5,5
월세,효자동3가,용호로,42.10357142857144,202054.6428571429,15.142857142857142,1635.7142857142858,38.07142857142857,2013.5714285714291,전북 전주시 효자동3가 용호로,127.096824581,35.812366995,14,14,14,14,14
월세,효자동3가,척동10길,50.94583333333333,202022.58333333328,12.083333333333336,1691.666666666667,47.83333333333334,2012.833333333333,전북 전주시 효자동3가 척동10길,127.100075172,35.824846062,12,12,12,12,12
