건물명(상호명),건물위치,주택유형구분,세대수(객실수),건축연도
,전라북도 전주시 덕진구 인후동1가 866-9,단독주택,3,20121217
,전라북도 전주시 덕진구 인후동1가 867-7,제2종근린생활시설,2,20140728
,전라북도 전주시 덕진구 인후동1가 868-1,단독주택,3,20120509
,전라북도 전주시 덕진구 인후동1가 869-4,"제2종근린생활시설, 단독주택(다가구주택)",2,20020823
,전라북도 전주시 덕진구 인후동1가 870-1,단독주택,8,20051025
,전라북도 전주시 덕진구 인후동1가 870-12,단독주택,16,20080211
,전라북도 전주시 덕진구 인후동1가 870-18,단독주택,3,20121227
,전라북도 전주시 덕진구 인후동1가 870-2,단독주택,15,20070828
,전라북도 전주시 덕진구 인후동1가 870-4,단독주택(7가구),7,20030716
,전라북도 전주시 덕진구 인후동1가 870-5,다가구주택,18,20080827
,전라북도 전주시 덕진구 인후동1가 870-9,단독주택,3,20051209
,전라북도 전주시 덕진구 인후동1가 871-1,단독주택,18,20070702
,전라북도 전주시 덕진구 인후동1가 871-14,단독주택,12,20110901
,전라북도 전주시 덕진구 인후동1가 871-3,다가구주택,15,20080909
,전라북도 전주시 덕진구 인후동1가 871-4,단독주택,13,20170105
,전라북도 전주시 덕진구 인후동1가 871-5,단독주택,10,20130429
,전라북도 전주시 덕진구 인후동1가 871-6,단독주택(다가구주택),15,20070829
,전라북도 전주시 덕진구 인후동1가 871-7,단독주택,5,20130116
,전라북도 전주시 덕진구 인후동1가 871-9,다가구주택(15가구),15,20081006
,전라북도 전주시 덕진구 인후동1가 872-13,단독주택,15,20130619
,전라북도 전주시 덕진구 인후동1가 872-14,단독주택,7,20130611
,전라북도 전주시 덕진구 인후동1가 872-5,다가구주택,13,20111223
,전라북도 전주시 덕진구 인후동1가 872-7,단독주택,5,20111226
,전라북도 전주시 덕진구 인후동1가 872-9,단독주택,15,20130618
,전라북도 전주시 덕진구 인후동1가 873-6,다가구주택,8,20151112
,전라북도 전주시 덕진구 인후동1가 874-10,단독주택,10,20121018
,전라북도 전주시 덕진구 인후동1가 874-7,단독주택,6,20121022
,전라북도 전주시 덕진구 인후동1가 875-1,단독주택,15,20070523
,전라북도 전주시 덕진구 인후동1가 875-13,"근린생활시설, 단독주택(8가구)",8,20010424
,전라북도 전주시 덕진구 인후동1가 875-15,단독주택,6,20100205
,전라북도 전주시 덕진구 인후동1가 875-16,단독주택(다가구주택),15,20020520
,전라북도 전주시 덕진구 인후동1가 875-2,단독주택(다가구)및 제1종근린생활시설,5,20160715
,전라북도 전주시 덕진구 인후동1가 875-4,단독주택,10,20060718
,전라북도 전주시 덕진구 인후동1가 875-5,단독주택,12,20110907
,전라북도 전주시 덕진구 인후동1가 875-7,단독주택,3,20050831
,전라북도 전주시 덕진구 인후동1가 875-9,단독주택,12,20091117
,전라북도 전주시 덕진구 인후동1가 876-10,다가구,12,20080423
,전라북도 전주시 덕진구 인후동1가 876-2,다가구주택(8가구),8,20081029
,전라북도 전주시 덕진구 인후동1가 876-3,"단독주택,제2종근린생활시설",2,20050310
,전라북도 전주시 덕진구 인후동1가 876-4,단독주택,5,20140324
,전라북도 전주시 덕진구 인후동1가 876-5,단독주택,17,20060728
,전라북도 전주시 덕진구 인후동1가 877-4,"근린생활시설, 단독주택",2,19990715
,전라북도 전주시 덕진구 인후동1가 878-10,단독주택,16,20080716
단독주택,전라북도 전주시 덕진구 인후동1가 878-2,단독주택,19,20080624
,전라북도 전주시 덕진구 인후동1가 878-9,단독주택,16,20080708
,전라북도 전주시 덕진구 인후동1가 879-11,"근린생활시설, 단독주택(4가구)",4,20000822
,전라북도 전주시 덕진구 인후동1가 879-14,단독주택(다가구주택),18,20091030
,전라북도 전주시 덕진구 인후동1가 879-5,"단독주택,제1종근린생활시설",19,20091030
,전라북도 전주시 덕진구 인후동1가 879-8,단독주택(12가구),12,20030703
,전라북도 전주시 덕진구 인후동1가 879-9,"단독주택(다가구주택,12가구)",12,20030221
,전라북도 전주시 덕진구 인후동1가 880-1,단독주택(다가구주택),10,20200107
,전라북도 전주시 덕진구 인후동1가 880-10,단독주택,19,20100310
,전라북도 전주시 덕진구 인후동1가 880-11,단독주택,14,20110128
,전라북도 전주시 덕진구 인후동1가 880-12,단독주택,16,20101227
,전라북도 전주시 덕진구 인후동1가 880-3,단독주택,10,20060526
,전라북도 전주시 덕진구 인후동1가 880-4,단독주택(다가구주택),12,20160819
,전라북도 전주시 덕진구 인후동1가 880-5,단독주택,13,20101224
,전라북도 전주시 덕진구 인후동1가 881-4,단독주택,8,20070410
,전라북도 전주시 덕진구 인후동1가 881-9,"단독주택(다가구주택), 제2종근린생활시설",0,20030113
,전라북도 전주시 덕진구 인후동1가 882-2,다가구주택,13,20110317
,전라북도 전주시 덕진구 인후동1가 882-3,단독주택,12,20180711
,전라북도 전주시 덕진구 인후동1가 882-5,다가구주택,8,20160216
,전라북도 전주시 덕진구 인후동1가 882-6,단독주택(다가구),11,20160202
,전라북도 전주시 덕진구 인후동1가 883-11,단독주택,13,20100208
,전라북도 전주시 덕진구 인후동1가 883-5,단독주택,17,20041126
,전라북도 전주시 덕진구 인후동1가 883-6,단독주택,13,20100212
,전라북도 전주시 덕진구 인후동1가 883-8,단독주택,10,20080114
,전라북도 전주시 덕진구 인후동1가 883-9,"단독주택, 제2종근린생활시설",9,20120413
,전라북도 전주시 덕진구 인후동1가 884-14,단독주택(다가구),7,20160224
,전라북도 전주시 덕진구 인후동1가 884-6,단독주택,9,20061013
,전라북도 전주시 덕진구 인후동1가 886-11,단독주택,10,20120604
,전라북도 전주시 덕진구 인후동1가 886-12,단독주택,10,20120626
,전라북도 전주시 덕진구 인후동1가 887-3,단독주택(다가구주택),11,20070718
,전라북도 전주시 덕진구 인후동1가 888-1,"단독주택, 제1,2종근린생활시설",5,20060403
,전라북도 전주시 덕진구 인후동1가 888-3,단독주택,9,20060421
,전라북도 전주시 덕진구 인후동1가 889-1,단독주택,7,20060607
,전라북도 전주시 덕진구 인후동1가 889-3,단독주택,7,20060803
,전라북도 전주시 덕진구 인후동1가 891-22,다가구(9가구),9,20160518
,전라북도 전주시 덕진구 인후동1가 892-10,단독주택,10,20131227
,전라북도 전주시 덕진구 인후동1가 892-14,단독주택,9,20061127
,전라북도 전주시 덕진구 인후동1가 892-2,단독주택,12,20110519
,전라북도 전주시 덕진구 인후동1가 892-4,단독주택,11,20100715
,전라북도 전주시 덕진구 인후동1가 892-7,단독주택(다가구주택),5,20160504
,전라북도 전주시 덕진구 인후동1가 892-8,단독주택,12,20100415
,전라북도 전주시 덕진구 인후동1가 892-9,단독주택,9,20120112
,전라북도 전주시 덕진구 인후동1가 893-3,단독주택,12,20130313
,전라북도 전주시 덕진구 인후동1가 893-6,다가구주택,11,20080901
,전라북도 전주시 덕진구 인후동1가 893-7,단독주택,11,20060711
,전라북도 전주시 덕진구 인후동1가 894-10,단독주택,9,20180914
,전라북도 전주시 덕진구 인후동1가 894-11,단독주택,14,20180117
,전라북도 전주시 덕진구 인후동1가 894-4,단독주택,10,20120111
,전라북도 전주시 덕진구 인후동1가 894-6,(다가구-4가구)및 제2종근생(휴게음식점),4,20160907
,전라북도 전주시 덕진구 인후동1가 894-7,단독주택,5,20181005
,전라북도 전주시 덕진구 인후동1가 894-8,단독주택,16,20060601
,전라북도 전주시 덕진구 인후동1가 894-9,다가구주택및제1.2종근린생활시설,6,20110117
,전라북도 전주시 덕진구 인후동1가 895-3,단독주택,8,20140225
,전라북도 전주시 덕진구 인후동1가 896-7,단독주택,4,20111104
,전라북도 전주시 덕진구 인후동1가 897-12,단독주택,2,20070102
,전라북도 전주시 덕진구 인후동1가 897-15,단독주택,4,20130614
,전라북도 전주시 덕진구 인후동1가 897-17,단독주택(다가구주택),2,20021007
,전라북도 전주시 덕진구 인후동1가 897-19,단독주택(다가구주택),18,20020612
,전라북도 전주시 덕진구 인후동1가 897-2,다가구주택,10,20090805
,전라북도 전주시 덕진구 인후동1가 897-20,단독주택(다가구주택),19,20020330
,전라북도 전주시 덕진구 인후동1가 898-1,단독주택,5,20130903
,전라북도 전주시 덕진구 인후동1가 898-11,단독주택,4,20001124
,전라북도 전주시 덕진구 인후동1가 898-12,단독주택(다가구주택),18,20020111
,전라북도 전주시 덕진구 인후동1가 898-13,단독주택(다가구주택),18,20020110
,전라북도 전주시 덕진구 인후동1가 898-2,단독주택,10,20141001
,전라북도 전주시 덕진구 인후동1가 898-5,단독주택(다가구주택),12,20191105
,전라북도 전주시 덕진구 인후동1가 898-6,단독주택,4,20110304
,전라북도 전주시 덕진구 인후동1가 899-12,단독주택,18,20040728
,전라북도 전주시 덕진구 인후동1가 899-13,단독주택(다가구주택-17가구),17,20030924
,전라북도 전주시 덕진구 인후동1가 899-14,단독주택,15,20171121
,전라북도 전주시 덕진구 인후동1가 899-15,"단독주택, 제1종근린생활시설",18,20100507
,전라북도 전주시 덕진구 인후동1가 899-3,단독주택,2,20051123
,전라북도 전주시 덕진구 인후동1가 899-5,단독주택,9,20040728
,전라북도 전주시 덕진구 인후동1가 899-6,단독주택(다가구주택),2,20020612
,전라북도 전주시 덕진구 인후동1가 899-8,단독주택,9,20070205
,전라북도 전주시 덕진구 인후동1가 900-1,단독주택,7,20110721
,전라북도 전주시 덕진구 인후동1가 900-11,단독주택,5,20121025
,전라북도 전주시 덕진구 인후동1가 900-12,단독주택,11,20060602
,전라북도 전주시 덕진구 인후동1가 900-15,단독주택,16,20110804
,전라북도 전주시 덕진구 인후동1가 900-7,"단독주택(다가구주택,12가구)",12,20030523
,전라북도 전주시 덕진구 인후동1가 900-9,단독주택(다가구주택),18,20071005
,전라북도 전주시 덕진구 인후동1가 901-2,단독주택(다가구주택),2,20020715
,전라북도 전주시 덕진구 인후동1가 901-7,단독주택,13,20071129
,전라북도 전주시 덕진구 인후동1가 902-5,단독주택,9,20070402
,전라북도 전주시 덕진구 인후동1가 903-6,단독주택,9,20101217
,전라북도 전주시 덕진구 인후동1가 903-8,단독주택,10,20140224
,전라북도 전주시 덕진구 인후동1가 903-9,단독주택,4,20140110
,전라북도 전주시 덕진구 인후동1가 904-2,"제1,2종근린생활시설,단독주택",5,20050527
,전라북도 전주시 덕진구 인후동1가 904-6,단독주택,17,20100219
,전라북도 전주시 덕진구 인후동1가 905-1,단독주택,2,20040329
,전라북도 전주시 덕진구 인후동1가 905-17,단독주택,7,20100907
,전라북도 전주시 덕진구 인후동1가 905-2,단독주택,9,20061115
,전라북도 전주시 덕진구 인후동1가 906-10,단독주택(다가구주택),9,20051103
,전라북도 전주시 덕진구 인후동1가 906-2,단독주택,16,20120503
,전라북도 전주시 덕진구 인후동1가 906-6,단독주택,5,20120807
,전라북도 전주시 덕진구 인후동1가 906-7,단독주택,9,20070214
,전라북도 전주시 덕진구 인후동1가 906-8,단독주택,9,20070518
,전라북도 전주시 덕진구 인후동1가 907-4,단독주택,13,20070112
,전라북도 전주시 덕진구 인후동1가 907-6,단독주택,10,20070404
,전라북도 전주시 덕진구 인후동1가 908-10,단독주택,3,20100219
,전라북도 전주시 덕진구 인후동1가 908-13,단독주택,9,20080220
,전라북도 전주시 덕진구 인후동1가 908-15,"제2종근린생활시설, 단독주택(다가구주택)",1,20020909
,전라북도 전주시 덕진구 인후동1가 908-16,단독주택,12,20060905
,전라북도 전주시 덕진구 인후동1가 908-4,단독주택,15,20130715
,전라북도 전주시 덕진구 인후동1가 909-4,단독주택,15,20100909
,전라북도 전주시 덕진구 인후동1가 909-5,단독주택,8,20120327
,전라북도 전주시 덕진구 인후동1가 909-6,단독주택 및 제1종근린생활시설,6,20170817
,전라북도 전주시 덕진구 인후동1가 909-7,단독주택,15,20100630
,전라북도 전주시 덕진구 인후동1가 909-8,단독주택,8,20120404
,전라북도 전주시 덕진구 인후동1가 909-9,단독주택 제1종근린생활시설,6,20170817
,전라북도 전주시 덕진구 인후동1가 910-3,단독주택,10,20051118
,전라북도 전주시 덕진구 인후동1가 910-4,단독주택(16가구),16,20010326
,전라북도 전주시 덕진구 인후동1가 910-5,단독주택,9,20130927
,전라북도 전주시 덕진구 인후동1가 910-6,단독주택,11,20060516
,전라북도 전주시 덕진구 인후동1가 911-11,단독주택,17,20060502
,전라북도 전주시 덕진구 인후동1가 911-13,단독주택,7,20060719
,전라북도 전주시 덕진구 인후동1가 911-3,단독주택,5,20110909
,전라북도 전주시 덕진구 인후동1가 912-1,제2종근린생활시설,5,20190516
,전라북도 전주시 덕진구 인후동1가 912-10,단독주택,11,20160712
,전라북도 전주시 덕진구 인후동1가 912-11,단독주택,6,20180621
,전라북도 전주시 덕진구 인후동1가 913-2,다가구주택 및 소매점,5,20111013
,전라북도 전주시 덕진구 인후동1가 915-1,다가구주택(8가구),8,20081013
